num_instancias,num_palavras_validas_geradas,probabilidade,palavras_validas_geradas
160000,70,0.0004375,"['morsa', 'aliei', 'duros', 'chile', 'vinte', 'lista', 'minai', 'togas', 'rolam', 'filio', 'morde', 'sutil', 'vagia', 'gemeu', 'lobos', 'bravo', 'freou', 'tapas', 'crema', 'forja', 'velho', 'cindi', 'chiam', 'pompa', 'lobas', 'toada', 'ceies', 'remas', 'refaz', 'arduo', 'paulo', 'brabo', 'vogal', 'surte', 'cegas', 'abole', 'exibi', 'nesta', 'fruia', 'pesca', 'calca', 'suado', 'varra', 'exare', 'afogo', 'autua', 'testo', 'afaga', 'amado', 'aluna', 'minar', 'zunis', 'corra', 'aveio', 'recue', 'urgis', 'moiam', 'arara', 'arais', 'iremo', 'turco', 'feixe', 'andre', 'pudim', 'munes', 'puros', 'copio', 'douta', 'vento', 'ronca']"
170000,74,0.00043529411764705884,"['morsa', 'aliei', 'duros', 'chile', 'vinte', 'lista', 'minai', 'togas', 'rolam', 'filio', 'morde', 'sutil', 'vagia', 'gemeu', 'lobos', 'bravo', 'freou', 'tapas', 'crema', 'forja', 'velho', 'cindi', 'chiam', 'pompa', 'lobas', 'toada', 'ceies', 'remas', 'refaz', 'arduo', 'paulo', 'brabo', 'vogal', 'surte', 'cegas', 'abole', 'exibi', 'nesta', 'fruia', 'pesca', 'calca', 'suado', 'varra', 'exare', 'afogo', 'autua', 'testo', 'afaga', 'amado', 'aluna', 'minar', 'zunis', 'corra', 'aveio', 'recue', 'urgis', 'moiam', 'arara', 'arais', 'iremo', 'turco', 'feixe', 'andre', 'pudim', 'munes', 'puros', 'copio', 'douta', 'vento', 'ronca', 'visem', 'iscas', 'verse', 'polpa']"
180000,77,0.0004277777777777778,"['morsa', 'aliei', 'duros', 'chile', 'vinte', 'lista', 'minai', 'togas', 'rolam', 'filio', 'morde', 'sutil', 'vagia', 'gemeu', 'lobos', 'bravo', 'freou', 'tapas', 'crema', 'forja', 'velho', 'cindi', 'chiam', 'pompa', 'lobas', 'toada', 'ceies', 'remas', 'refaz', 'arduo', 'paulo', 'brabo', 'vogal', 'surte', 'cegas', 'abole', 'exibi', 'nesta', 'fruia', 'pesca', 'calca', 'suado', 'varra', 'exare', 'afogo', 'autua', 'testo', 'afaga', 'amado', 'aluna', 'minar', 'zunis', 'corra', 'aveio', 'recue', 'urgis', 'moiam', 'arara', 'arais', 'iremo', 'turco', 'feixe', 'andre', 'pudim', 'munes', 'puros', 'copio', 'douta', 'vento', 'ronca', 'visem', 'iscas', 'verse', 'polpa', 'podai', 'melou', 'puros']"
190000,82,0.0004315789473684211,"['morsa', 'aliei', 'duros', 'chile', 'vinte', 'lista', 'minai', 'togas', 'rolam', 'filio', 'morde', 'sutil', 'vagia', 'gemeu', 'lobos', 'bravo', 'freou', 'tapas', 'crema', 'forja', 'velho', 'cindi', 'chiam', 'pompa', 'lobas', 'toada', 'ceies', 'remas', 'refaz', 'arduo', 'paulo', 'brabo', 'vogal', 'surte', 'cegas', 'abole', 'exibi', 'nesta', 'fruia', 'pesca', 'calca', 'suado', 'varra', 'exare', 'afogo', 'autua', 'testo', 'afaga', 'amado', 'aluna', 'minar', 'zunis', 'corra', 'aveio', 'recue', 'urgis', 'moiam', 'arara', 'arais', 'iremo', 'turco', 'feixe', 'andre', 'pudim', 'munes', 'puros', 'copio', 'douta', 'vento', 'ronca', 'visem', 'iscas', 'verse', 'polpa', 'podai', 'melou', 'puros', 'istmo', 'urubu', 'sabao', 'plano', 'optas']"
200000,86,0.00043,"['morsa', 'aliei', 'duros', 'chile', 'vinte', 'lista', 'minai', 'togas', 'rolam', 'filio', 'morde', 'sutil', 'vagia', 'gemeu', 'lobos', 'bravo', 'freou', 'tapas', 'crema', 'forja', 'velho', 'cindi', 'chiam', 'pompa', 'lobas', 'toada', 'ceies', 'remas', 'refaz', 'arduo', 'paulo', 'brabo', 'vogal', 'surte', 'cegas', 'abole', 'exibi', 'nesta', 'fruia', 'pesca', 'calca', 'suado', 'varra', 'exare', 'afogo', 'autua', 'testo', 'afaga', 'amado', 'aluna', 'minar', 'zunis', 'corra', 'aveio', 'recue', 'urgis', 'moiam', 'arara', 'arais', 'iremo', 'turco', 'feixe', 'andre', 'pudim', 'munes', 'puros', 'copio', 'douta', 'vento', 'ronca', 'visem', 'iscas', 'verse', 'polpa', 'podai', 'melou', 'puros', 'istmo', 'urubu', 'sabao', 'plano', 'optas', 'vovos', 'aguei', 'chiam', 'farra']"
210000,89,0.0004238095238095238,"['morsa', 'aliei', 'duros', 'chile', 'vinte', 'lista', 'minai', 'togas', 'rolam', 'filio', 'morde', 'sutil', 'vagia', 'gemeu', 'lobos', 'bravo', 'freou', 'tapas', 'crema', 'forja', 'velho', 'cindi', 'chiam', 'pompa', 'lobas', 'toada', 'ceies', 'remas', 'refaz', 'arduo', 'paulo', 'brabo', 'vogal', 'surte', 'cegas', 'abole', 'exibi', 'nesta', 'fruia', 'pesca', 'calca', 'suado', 'varra', 'exare', 'afogo', 'autua', 'testo', 'afaga', 'amado', 'aluna', 'minar', 'zunis', 'corra', 'aveio', 'recue', 'urgis', 'moiam', 'arara', 'arais', 'iremo', 'turco', 'feixe', 'andre', 'pudim', 'munes', 'puros', 'copio', 'douta', 'vento', 'ronca', 'visem', 'iscas', 'verse', 'polpa', 'podai', 'melou', 'puros', 'istmo', 'urubu', 'sabao', 'plano', 'optas', 'vovos', 'aguei', 'chiam', 'farra', 'bocas', 'acker', 'galas']"
220000,92,0.0004181818181818182,"['morsa', 'aliei', 'duros', 'chile', 'vinte', 'lista', 'minai', 'togas', 'rolam', 'filio', 'morde', 'sutil', 'vagia', 'gemeu', 'lobos', 'bravo', 'freou', 'tapas', 'crema', 'forja', 'velho', 'cindi', 'chiam', 'pompa', 'lobas', 'toada', 'ceies', 'remas', 'refaz', 'arduo', 'paulo', 'brabo', 'vogal', 'surte', 'cegas', 'abole', 'exibi', 'nesta', 'fruia', 'pesca', 'calca', 'suado', 'varra', 'exare', 'afogo', 'autua', 'testo', 'afaga', 'amado', 'aluna', 'minar', 'zunis', 'corra', 'aveio', 'recue', 'urgis', 'moiam', 'arara', 'arais', 'iremo', 'turco', 'feixe', 'andre', 'pudim', 'munes', 'puros', 'copio', 'douta', 'vento', 'ronca', 'visem', 'iscas', 'verse', 'polpa', 'podai', 'melou', 'puros', 'istmo', 'urubu', 'sabao', 'plano', 'optas', 'vovos', 'aguei', 'chiam', 'farra', 'bocas', 'acker', 'galas', 'coemo', 'urgis', 'criei']"
230000,96,0.0004173913043478261,"['morsa', 'aliei', 'duros', 'chile', 'vinte', 'lista', 'minai', 'togas', 'rolam', 'filio', 'morde', 'sutil', 'vagia', 'gemeu', 'lobos', 'bravo', 'freou', 'tapas', 'crema', 'forja', 'velho', 'cindi', 'chiam', 'pompa', 'lobas', 'toada', 'ceies', 'remas', 'refaz', 'arduo', 'paulo', 'brabo', 'vogal', 'surte', 'cegas', 'abole', 'exibi', 'nesta', 'fruia', 'pesca', 'calca', 'suado', 'varra', 'exare', 'afogo', 'autua', 'testo', 'afaga', 'amado', 'aluna', 'minar', 'zunis', 'corra', 'aveio', 'recue', 'urgis', 'moiam', 'arara', 'arais', 'iremo', 'turco', 'feixe', 'andre', 'pudim', 'munes', 'puros', 'copio', 'douta', 'vento', 'ronca', 'visem', 'iscas', 'verse', 'polpa', 'podai', 'melou', 'puros', 'istmo', 'urubu', 'sabao', 'plano', 'optas', 'vovos', 'aguei', 'chiam', 'farra', 'bocas', 'acker', 'galas', 'coemo', 'urgis', 'criei', 'uniao', 'fuzil', 'vagis', 'fujao']"
240000,106,0.00044166666666666665,"['morsa', 'aliei', 'duros', 'chile', 'vinte', 'lista', 'minai', 'togas', 'rolam', 'filio', 'morde', 'sutil', 'vagia', 'gemeu', 'lobos', 'bravo', 'freou', 'tapas', 'crema', 'forja', 'velho', 'cindi', 'chiam', 'pompa', 'lobas', 'toada', 'ceies', 'remas', 'refaz', 'arduo', 'paulo', 'brabo', 'vogal', 'surte', 'cegas', 'abole', 'exibi', 'nesta', 'fruia', 'pesca', 'calca', 'suado', 'varra', 'exare', 'afogo', 'autua', 'testo', 'afaga', 'amado', 'aluna', 'minar', 'zunis', 'corra', 'aveio', 'recue', 'urgis', 'moiam', 'arara', 'arais', 'iremo', 'turco', 'feixe', 'andre', 'pudim', 'munes', 'puros', 'copio', 'douta', 'vento', 'ronca', 'visem', 'iscas', 'verse', 'polpa', 'podai', 'melou', 'puros', 'istmo', 'urubu', 'sabao', 'plano', 'optas', 'vovos', 'aguei', 'chiam', 'farra', 'bocas', 'acker', 'galas', 'coemo', 'urgis', 'criei', 'uniao', 'fuzil', 'vagis', 'fujao', 'rimai', 'ralei', 'bomba', 'cisco', 'rolos', 'malas', 'aluda', 'jejue', 'latao', 'orion']"
250000,113,0.000452,"['morsa', 'aliei', 'duros', 'chile', 'vinte', 'lista', 'minai', 'togas', 'rolam', 'filio', 'morde', 'sutil', 'vagia', 'gemeu', 'lobos', 'bravo', 'freou', 'tapas', 'crema', 'forja', 'velho', 'cindi', 'chiam', 'pompa', 'lobas', 'toada', 'ceies', 'remas', 'refaz', 'arduo', 'paulo', 'brabo', 'vogal', 'surte', 'cegas', 'abole', 'exibi', 'nesta', 'fruia', 'pesca', 'calca', 'suado', 'varra', 'exare', 'afogo', 'autua', 'testo', 'afaga', 'amado', 'aluna', 'minar', 'zunis', 'corra', 'aveio', 'recue', 'urgis', 'moiam', 'arara', 'arais', 'iremo', 'turco', 'feixe', 'andre', 'pudim', 'munes', 'puros', 'copio', 'douta', 'vento', 'ronca', 'visem', 'iscas', 'verse', 'polpa', 'podai', 'melou', 'puros', 'istmo', 'urubu', 'sabao', 'plano', 'optas', 'vovos', 'aguei', 'chiam', 'farra', 'bocas', 'acker', 'galas', 'coemo', 'urgis', 'criei', 'uniao', 'fuzil', 'vagis', 'fujao', 'rimai', 'ralei', 'bomba', 'cisco', 'rolos', 'malas', 'aluda', 'jejue', 'latao', 'orion', 'nanes', 'minto', 'insto', 'uivos', 'bangu', 'rasos', 'mutuo']"
260000,117,0.00045,"['morsa', 'aliei', 'duros', 'chile', 'vinte', 'lista', 'minai', 'togas', 'rolam', 'filio', 'morde', 'sutil', 'vagia', 'gemeu', 'lobos', 'bravo', 'freou', 'tapas', 'crema', 'forja', 'velho', 'cindi', 'chiam', 'pompa', 'lobas', 'toada', 'ceies', 'remas', 'refaz', 'arduo', 'paulo', 'brabo', 'vogal', 'surte', 'cegas', 'abole', 'exibi', 'nesta', 'fruia', 'pesca', 'calca', 'suado', 'varra', 'exare', 'afogo', 'autua', 'testo', 'afaga', 'amado', 'aluna', 'minar', 'zunis', 'corra', 'aveio', 'recue', 'urgis', 'moiam', 'arara', 'arais', 'iremo', 'turco', 'feixe', 'andre', 'pudim', 'munes', 'puros', 'copio', 'douta', 'vento', 'ronca', 'visem', 'iscas', 'verse', 'polpa', 'podai', 'melou', 'puros', 'istmo', 'urubu', 'sabao', 'plano', 'optas', 'vovos', 'aguei', 'chiam', 'farra', 'bocas', 'acker', 'galas', 'coemo', 'urgis', 'criei', 'uniao', 'fuzil', 'vagis', 'fujao', 'rimai', 'ralei', 'bomba', 'cisco', 'rolos', 'malas', 'aluda', 'jejue', 'latao', 'orion', 'nanes', 'minto', 'insto', 'uivos', 'bangu', 'rasos', 'mutuo', 'volve', 'cotam', 'ligas', 'gauss']"
270000,120,0.00044444444444444447,"['morsa', 'aliei', 'duros', 'chile', 'vinte', 'lista', 'minai', 'togas', 'rolam', 'filio', 'morde', 'sutil', 'vagia', 'gemeu', 'lobos', 'bravo', 'freou', 'tapas', 'crema', 'forja', 'velho', 'cindi', 'chiam', 'pompa', 'lobas', 'toada', 'ceies', 'remas', 'refaz', 'arduo', 'paulo', 'brabo', 'vogal', 'surte', 'cegas', 'abole', 'exibi', 'nesta', 'fruia', 'pesca', 'calca', 'suado', 'varra', 'exare', 'afogo', 'autua', 'testo', 'afaga', 'amado', 'aluna', 'minar', 'zunis', 'corra', 'aveio', 'recue', 'urgis', 'moiam', 'arara', 'arais', 'iremo', 'turco', 'feixe', 'andre', 'pudim', 'munes', 'puros', 'copio', 'douta', 'vento', 'ronca', 'visem', 'iscas', 'verse', 'polpa', 'podai', 'melou', 'puros', 'istmo', 'urubu', 'sabao', 'plano', 'optas', 'vovos', 'aguei', 'chiam', 'farra', 'bocas', 'acker', 'galas', 'coemo', 'urgis', 'criei', 'uniao', 'fuzil', 'vagis', 'fujao', 'rimai', 'ralei', 'bomba', 'cisco', 'rolos', 'malas', 'aluda', 'jejue', 'latao', 'orion', 'nanes', 'minto', 'insto', 'uivos', 'bangu', 'rasos', 'mutuo', 'volve', 'cotam', 'ligas', 'gauss', 'renda', 'mirra', 'rajas']"
280000,124,0.00044285714285714284,"['morsa', 'aliei', 'duros', 'chile', 'vinte', 'lista', 'minai', 'togas', 'rolam', 'filio', 'morde', 'sutil', 'vagia', 'gemeu', 'lobos', 'bravo', 'freou', 'tapas', 'crema', 'forja', 'velho', 'cindi', 'chiam', 'pompa', 'lobas', 'toada', 'ceies', 'remas', 'refaz', 'arduo', 'paulo', 'brabo', 'vogal', 'surte', 'cegas', 'abole', 'exibi', 'nesta', 'fruia', 'pesca', 'calca', 'suado', 'varra', 'exare', 'afogo', 'autua', 'testo', 'afaga', 'amado', 'aluna', 'minar', 'zunis', 'corra', 'aveio', 'recue', 'urgis', 'moiam', 'arara', 'arais', 'iremo', 'turco', 'feixe', 'andre', 'pudim', 'munes', 'puros', 'copio', 'douta', 'vento', 'ronca', 'visem', 'iscas', 'verse', 'polpa', 'podai', 'melou', 'puros', 'istmo', 'urubu', 'sabao', 'plano', 'optas', 'vovos', 'aguei', 'chiam', 'farra', 'bocas', 'acker', 'galas', 'coemo', 'urgis', 'criei', 'uniao', 'fuzil', 'vagis', 'fujao', 'rimai', 'ralei', 'bomba', 'cisco', 'rolos', 'malas', 'aluda', 'jejue', 'latao', 'orion', 'nanes', 'minto', 'insto', 'uivos', 'bangu', 'rasos', 'mutuo', 'volve', 'cotam', 'ligas', 'gauss', 'renda', 'mirra', 'rajas', 'fucam', 'tangi', 'cetim', 'supos']"
290000,129,0.00044482758620689657,"['morsa', 'aliei', 'duros', 'chile', 'vinte', 'lista', 'minai', 'togas', 'rolam', 'filio', 'morde', 'sutil', 'vagia', 'gemeu', 'lobos', 'bravo', 'freou', 'tapas', 'crema', 'forja', 'velho', 'cindi', 'chiam', 'pompa', 'lobas', 'toada', 'ceies', 'remas', 'refaz', 'arduo', 'paulo', 'brabo', 'vogal', 'surte', 'cegas', 'abole', 'exibi', 'nesta', 'fruia', 'pesca', 'calca', 'suado', 'varra', 'exare', 'afogo', 'autua', 'testo', 'afaga', 'amado', 'aluna', 'minar', 'zunis', 'corra', 'aveio', 'recue', 'urgis', 'moiam', 'arara', 'arais', 'iremo', 'turco', 'feixe', 'andre', 'pudim', 'munes', 'puros', 'copio', 'douta', 'vento', 'ronca', 'visem', 'iscas', 'verse', 'polpa', 'podai', 'melou', 'puros', 'istmo', 'urubu', 'sabao', 'plano', 'optas', 'vovos', 'aguei', 'chiam', 'farra', 'bocas', 'acker', 'galas', 'coemo', 'urgis', 'criei', 'uniao', 'fuzil', 'vagis', 'fujao', 'rimai', 'ralei', 'bomba', 'cisco', 'rolos', 'malas', 'aluda', 'jejue', 'latao', 'orion', 'nanes', 'minto', 'insto', 'uivos', 'bangu', 'rasos', 'mutuo', 'volve', 'cotam', 'ligas', 'gauss', 'renda', 'mirra', 'rajas', 'fucam', 'tangi', 'cetim', 'supos', 'fatia', 'drene', 'assem', 'grave', 'taxis']"
300000,133,0.00044333333333333334,"['morsa', 'aliei', 'duros', 'chile', 'vinte', 'lista', 'minai', 'togas', 'rolam', 'filio', 'morde', 'sutil', 'vagia', 'gemeu', 'lobos', 'bravo', 'freou', 'tapas', 'crema', 'forja', 'velho', 'cindi', 'chiam', 'pompa', 'lobas', 'toada', 'ceies', 'remas', 'refaz', 'arduo', 'paulo', 'brabo', 'vogal', 'surte', 'cegas', 'abole', 'exibi', 'nesta', 'fruia', 'pesca', 'calca', 'suado', 'varra', 'exare', 'afogo', 'autua', 'testo', 'afaga', 'amado', 'aluna', 'minar', 'zunis', 'corra', 'aveio', 'recue', 'urgis', 'moiam', 'arara', 'arais', 'iremo', 'turco', 'feixe', 'andre', 'pudim', 'munes', 'puros', 'copio', 'douta', 'vento', 'ronca', 'visem', 'iscas', 'verse', 'polpa', 'podai', 'melou', 'puros', 'istmo', 'urubu', 'sabao', 'plano', 'optas', 'vovos', 'aguei', 'chiam', 'farra', 'bocas', 'acker', 'galas', 'coemo', 'urgis', 'criei', 'uniao', 'fuzil', 'vagis', 'fujao', 'rimai', 'ralei', 'bomba', 'cisco', 'rolos', 'malas', 'aluda', 'jejue', 'latao', 'orion', 'nanes', 'minto', 'insto', 'uivos', 'bangu', 'rasos', 'mutuo', 'volve', 'cotam', 'ligas', 'gauss', 'renda', 'mirra', 'rajas', 'fucam', 'tangi', 'cetim', 'supos', 'fatia', 'drene', 'assem', 'grave', 'taxis', 'vetor', 'manto', 'gorar', 'jurar']"
310000,137,0.0004419354838709677,"['morsa', 'aliei', 'duros', 'chile', 'vinte', 'lista', 'minai', 'togas', 'rolam', 'filio', 'morde', 'sutil', 'vagia', 'gemeu', 'lobos', 'bravo', 'freou', 'tapas', 'crema', 'forja', 'velho', 'cindi', 'chiam', 'pompa', 'lobas', 'toada', 'ceies', 'remas', 'refaz', 'arduo', 'paulo', 'brabo', 'vogal', 'surte', 'cegas', 'abole', 'exibi', 'nesta', 'fruia', 'pesca', 'calca', 'suado', 'varra', 'exare', 'afogo', 'autua', 'testo', 'afaga', 'amado', 'aluna', 'minar', 'zunis', 'corra', 'aveio', 'recue', 'urgis', 'moiam', 'arara', 'arais', 'iremo', 'turco', 'feixe', 'andre', 'pudim', 'munes', 'puros', 'copio', 'douta', 'vento', 'ronca', 'visem', 'iscas', 'verse', 'polpa', 'podai', 'melou', 'puros', 'istmo', 'urubu', 'sabao', 'plano', 'optas', 'vovos', 'aguei', 'chiam', 'farra', 'bocas', 'acker', 'galas', 'coemo', 'urgis', 'criei', 'uniao', 'fuzil', 'vagis', 'fujao', 'rimai', 'ralei', 'bomba', 'cisco', 'rolos', 'malas', 'aluda', 'jejue', 'latao', 'orion', 'nanes', 'minto', 'insto', 'uivos', 'bangu', 'rasos', 'mutuo', 'volve', 'cotam', 'ligas', 'gauss', 'renda', 'mirra', 'rajas', 'fucam', 'tangi', 'cetim', 'supos', 'fatia', 'drene', 'assem', 'grave', 'taxis', 'vetor', 'manto', 'gorar', 'jurar', 'leite', 'aturo', 'furou', 'nevam']"
320000,145,0.000453125,"['morsa', 'aliei', 'duros', 'chile', 'vinte', 'lista', 'minai', 'togas', 'rolam', 'filio', 'morde', 'sutil', 'vagia', 'gemeu', 'lobos', 'bravo', 'freou', 'tapas', 'crema', 'forja', 'velho', 'cindi', 'chiam', 'pompa', 'lobas', 'toada', 'ceies', 'remas', 'refaz', 'arduo', 'paulo', 'brabo', 'vogal', 'surte', 'cegas', 'abole', 'exibi', 'nesta', 'fruia', 'pesca', 'calca', 'suado', 'varra', 'exare', 'afogo', 'autua', 'testo', 'afaga', 'amado', 'aluna', 'minar', 'zunis', 'corra', 'aveio', 'recue', 'urgis', 'moiam', 'arara', 'arais', 'iremo', 'turco', 'feixe', 'andre', 'pudim', 'munes', 'puros', 'copio', 'douta', 'vento', 'ronca', 'visem', 'iscas', 'verse', 'polpa', 'podai', 'melou', 'puros', 'istmo', 'urubu', 'sabao', 'plano', 'optas', 'vovos', 'aguei', 'chiam', 'farra', 'bocas', 'acker', 'galas', 'coemo', 'urgis', 'criei', 'uniao', 'fuzil', 'vagis', 'fujao', 'rimai', 'ralei', 'bomba', 'cisco', 'rolos', 'malas', 'aluda', 'jejue', 'latao', 'orion', 'nanes', 'minto', 'insto', 'uivos', 'bangu', 'rasos', 'mutuo', 'volve', 'cotam', 'ligas', 'gauss', 'renda', 'mirra', 'rajas', 'fucam', 'tangi', 'cetim', 'supos', 'fatia', 'drene', 'assem', 'grave', 'taxis', 'vetor', 'manto', 'gorar', 'jurar', 'leite', 'aturo', 'furou', 'nevam', 'grilo', 'casar', 'afixo', 'gales', 'gemeo', 'brasa', 'regas', 'babei']"
