lambda,mu,tempo_medio_espera,tam_medio_fila,distancia
0.9218742350231168,0.23856488369784162,122.49431638529575,52.885,41.35753687191985
0.0884925020519195,0.22381193633276247,0.20422559500453757,0.425,151.34151662578347
0.1959828624191452,0.38759538464695287,0.1560052956415194,0.52,151.3757350071662
0.045227288910538066,0.263384453634746,0.020785366816586475,0.175,151.55888442115986
0.32533033076326434,0.15835856101260803,31.7764504183218,10.65,118.76712582062227
0.388677289689482,0.12907908382923916,136.473687448534,32.86,17.346490458878026
0.2713490317738959,0.018873658483716693,1854.7668470927954,78.56,1705.7048503614892
0.8287375091519293,0.291597580941523,35.940831086794844,21.625,114.05978536789847
0.3567533266935893,0.1149807077005171,207.70176285004385,41.84,61.01736667542037
0.28093450968738076,0.07406696100819155,297.83790105395167,41.61,149.13281693858667
0.5426960831582485,0.32691498191383883,6.073264518254166,4.59,144.97590588243426
0.14092422497476265,0.3406046289107744,0.10680522534633767,0.46,151.43296021590632
0.8021969807540397,0.376077446128833,8.789047831826934,7.695,141.93366773687652
0.07455064367977082,0.25178844816929574,0.10357184011319305,0.32,151.45613746260696
0.9868869366005173,0.4470273026019433,4.216712928369147,5.17,146.75154407845096
0.7722447692966574,0.4681713766991139,1.6763079409089905,2.57,149.59091725783372
0.1987156815341724,0.4036854698962447,0.13944485002409068,0.505,151.3942568754144
0.005522117123602399,0.3177967410040936,0.0,0.035,151.59967422458402
0.8154614284548342,0.15186047679559433,234.3438485668453,66.545,95.38418011424606
0.7068573438476171,0.4914724608101106,2.8879682676541454,3.275,148.29893966383824
0.7290071680409873,0.13706808359596917,239.69840576219715,64.815,99.39279763282529
0.7712703466859457,0.10132846099521553,351.5084615617133,67.28,206.53314136227263
0.07404465173409036,0.22107705689329138,0.15537300236955162,0.355,151.39986216988112
0.3584657285442726,0.02842028535619423,1353.5999660044129,80.305,1205.011348988392
0.11586905952512971,0.4892472323358954,0.031185851486117144,0.265,151.535657328932
0.8631034258755935,0.2942167782082124,41.57071864633486,25.145,108.47488225332293
0.6232981268275579,0.2784760458320876,24.69216745490235,14.065,125.55881937223778
0.3308980248526492,0.32789813994985995,0.6295822128886492,1.075,150.82896716113981
0.06355835028602363,0.24851182388860332,0.07730283912265463,0.295,151.48571598996432
0.3109823217156622,0.01603175854727079,2636.6949265490553,84.195,2487.472587939375
0.32518332202674705,0.3061556444201984,0.9766875697474688,1.24,150.46237153416354
0.7296061783380641,0.3580869384782153,5.586802991350834,5.08,145.40102430952444
0.6375574713552131,0.20837453031202657,84.60462265694434,32.58,66.2456925229153
0.8872127425763265,0.37864778603559646,16.427965633893617,13.105,133.86788035111448
0.4722149251619493,0.11350064966921031,249.9652633769617,48.73,103.4772766457705
0.1195942459383017,0.11063829553309201,1.948560233845149,1.13,149.51516885196426
0.713244787222995,0.08070849384378698,504.8898976643799,76.55,359.05785322735113
0.7607850486168974,0.18599737989458093,125.24211338172518,42.92,32.41295034092626
0.5612771975694962,0.42350601769454177,3.701893732515329,3.27,147.4921991071129
0.770967179954561,0.41395603107453216,5.959866863252143,5.64,144.96623591047694
0.49379559636439074,0.1914121039817519,27.055086151399674,10.98,123.43780717932312
0.5227328293819941,0.2945593679901183,3.4888545193437643,2.875,147.7541247311019
0.42754101835854963,0.3604081582374578,0.8886065799576427,1.405,150.5269466662586
0.02541912674409519,0.12060338731401149,0.10093231616217281,0.235,151.4709401749517
0.10789142699330445,0.08407054294737354,5.0903075517035425,1.57,146.34276157521376
0.03142918568673425,0.4860479966061555,0.0009013108328190355,0.08,151.59226895710253
0.6364104112637804,0.30877865660480924,7.119865828077711,5.255,143.85801251924244
0.3143559810763267,0.49070786091683194,0.20984135577304427,0.67,151.301224471789
0.5085706911647028,0.16887799356611455,101.88458803073128,32.86,49.32577894947476
0.907566473926093,0.35151584998706575,14.905092743024635,11.165,135.5287098432313
0.24929222914887494,0.11130181827061886,35.65921722029171,8.985,115.07912422188673
0.41038292303562973,0.13060008563695646,95.99178799673903,24.72,54.07666191426004
0.7555511385430487,0.255951060634812,24.253180420056946,14.235,125.98633997172372
0.22879816549162246,0.1598090627540356,10.64593280023395,3.625,140.56029549669037
0.07697990982879299,0.08381078192029223,1.5344912575400085,0.865,149.96231363631819
0.289751452913768,0.131440350994663,92.34733926543593,22.33,57.653605175866886
0.16122128725400442,0.01787419723293232,2242.9574987789306,74.655,2093.619745971068
0.9296976523425731,0.3522118107387433,22.22890181705799,17.145,127.86330418018693
0.808120379564417,0.2460583285429308,94.59482636019189,41.785,58.831789799880205
0.6334037565104235,0.04712153320226281,995.2283361663712,84.81,847.558868963432
0.8714605901877177,0.0858469965642456,482.9204082088035,78.71,337.7158899162377
0.8036720768991145,0.05126726905632201,720.1634668515696,82.15,573.3274818393071
0.18657005888603584,0.30629640413793824,0.3220912228827471,0.65,151.1929193973416
0.8925589984899778,0.0471051818062469,901.3235320125515,88.715,754.2797498148916
0.5393422419156507,0.37714116651760804,3.9374413039171703,3.165,147.27195346652613
0.8074401551640625,0.010255459660195587,4761.974115665538,96.995,4612.583819682187
0.8960912999234932,0.12468789399794605,299.18243671110645,70.57,156.88991147637023
0.3180034749718639,0.4453333379459536,0.18251063838859033,0.66,151.32969212489846
0.11005192452767676,0.359265659061123,0.07708279764408019,0.34,151.4794926795851
0.22793516254194168,0.03648416646284386,917.344827746382,64.87,768.5414247580443
0.4271077886262563,0.4105630522425899,0.631367402075212,1.16,150.8154302588891
0.8180147659224931,0.2465175607701024,83.16008016004513,39.305,69.04373910219228
0.8607305832563434,0.4233915135844146,5.0061501830684065,5.305,145.9518396928758
0.006952130531190703,0.3003698872251967,0.0,0.035,151.59967422458402
0.5107473025775657,0.34091651601642936,5.062186201523816,4.015,146.04940976834433
0.417411003148779,0.49675078019785407,0.31255359490939866,0.89,151.1686598183528
0.22210781047073025,0.11616777296200909,31.291314148704505,7.785,119.55675774100587
0.1198653673336828,0.31197278738069417,0.13700548058029086,0.395,151.41232826730993
0.33761517140362796,0.23016069502869918,3.000498030757306,2.21,148.32564740868443
0.9429097039125192,0.019725976461345718,2348.3178863541757,93.375,2199.4762831387134
0.32320293202075523,0.007235320751432517,6208.423471437442,94.56,6058.857971009396
0.5187906217433661,0.059614288908929336,564.5518404830572,75.965,418.04957800826696
0.7030189588951778,0.32454587026927406,25.655003117065544,16.125,124.48370927481628
0.363629602379294,0.2835815439566961,1.5067144622687971,1.57,149.89209702245867
0.9717820827209607,0.2767147805818637,63.77137834719892,34.295,87.1007589929153
0.9624472949421112,0.015928381264130043,2841.5997436407733,94.59,2692.5784088986293
0.25178229582536416,0.23465149818000353,0.8462384898441521,1.13,150.60677764505965
0.49724850589238545,0.46231140892126427,0.43995607302387485,1.105,151.01260796515976
0.30087830981676966,0.1987959346553233,2.874685552833177,1.93,148.48792224008565
0.2848404943774676,0.31246123489422817,0.47599708115515227,0.87,151.0096167430231
0.036886947354532795,0.3899093378115718,0.0023580486871219363,0.11,151.58649244228278
0.6095643339798968,0.3919626395709438,1.2278482425520505,1.81,150.1359025634479
0.5026790232288615,0.2596400411976357,12.27305862747719,7.07,138.53380554879135
0.05147875124998935,0.42897597270116816,0.0034468205507062065,0.125,151.58324970363765
0.27864646423661144,0.19568904668187348,3.250796103766896,2.045,148.0997328464106
0.9082658859666537,0.4443466073923992,3.299298345827606,4.185,147.7784493450466
0.23956189066697242,0.12011358319777266,18.611772817337414,5.465,132.42459162558498
0.1448948720912231,0.14010820349528552,1.8153497887186005,1.155,149.64359185491313
0.489452760277563,0.02656031209950055,1856.358598882691,84.355,1707.4975297217566
0.9856504541106007,0.39779091827114144,24.135893697092605,18.005,125.92749215492849
0.2420552715115004,0.2085276181163528,2.5534369783744153,1.8,148.82381847973866
0.6721355474058786,0.11455830695569952,323.3569594871821,68.545,179.4967198241809
0.7616196153287176,0.11589513880828983,314.06697991363166,64.39,169.4546723993765
0.23763754399239967,0.4506999706146166,0.13757216923423057,0.515,151.39469112333987
0.7282163486118596,0.41695830023051844,16.712088141141482,12.78,133.60642143136246
0.3677831327192532,0.27676544267859166,5.862453261103721,3.365,145.33717901799082
0.6323058305935795,0.30805540020786054,4.2547928678648415,3.785,146.87903739808814
0.6335297107608947,0.2371627852751455,29.609537263064148,14.385,120.63105629568841
0.5357746840747585,0.19583327143940443,53.46794908514107,20.5,96.5437043717969
0.0902897700544083,0.45773844060916574,0.0231321236022427,0.215,151.5508070681726
0.835302495589238,0.06280635176015104,668.7915214658397,84.965,522.5985399614515
0.32078006497173583,0.20922339485811398,7.353363543561787,3.515,143.83934829293148
0.18651851039985423,0.17228095399393767,1.257337090999479,1.13,150.19965602244423
0.040775141554763916,0.24907536012557419,0.017365908952101564,0.17,151.5629883213219
0.5908929431882418,0.22881593727258753,97.71606496325889,38.86,54.93513869033339
0.6775643618422824,0.2594447658255407,43.585678238430056,21.105,106.41808540363306
0.016587828927856152,0.06995948861349705,0.21852827706099107,0.265,151.35025436546044
0.512093058299281,0.25657075075663854,8.62467644511262,4.98,142.39614640238372
0.22649577519793795,0.12120940694360544,19.138499548004514,5.185,131.9373962360468
0.6451727904094499,0.09216567449409563,449.852925618052,72.805,304.12649510804715
0.17436642900499144,0.03241710939309561,990.1880368089303,63.735,841.2239579457092
0.690937738102466,0.38132627937807045,17.131449437035265,12.21,133.2287349962579
0.3867353463005374,0.21372096042827998,11.83978643691651,5.525,139.1390320391688
0.9367299887367345,0.3133218416558792,53.201913786691186,30.86,97.20272164172752
0.13752094414599325,0.3637966716523717,0.11287401327811153,0.39,151.43692626489565
0.3410663510502585,0.33965833265677675,0.5992302054907495,1.075,150.8590257167
0.11347352124058907,0.23525035954484114,0.225261762388389,0.5,151.31002020403366
0.9246936182785628,0.1939492644758649,149.6717560484102,52.985,30.98673860043608
0.877339353380981,0.18797995482033186,139.12239961757788,48.58,28.71965511770066
0.2579416277151556,0.32002439846502817,0.33639210359808674,0.755,151.1639690983534
0.659984046034179,0.2473971774709367,48.76013851205056,23.0,101.2448001336325
0.8172222002012158,0.4245661239942553,7.4567722490955894,6.695,143.3625292837923
0.5552008115994623,0.43735099216335604,1.020990093715366,1.635,150.3644858923039
0.5296505783560065,0.08528018900325923,397.5352558943842,65.61,251.3474388385493
0.24185229090045168,0.06811682577286282,336.22593728918065,43.69,187.48481490305778
0.09310276780589921,0.31520046301799975,0.0824040298688476,0.315,151.47780301570089
0.8972157579533268,0.1506128740311397,207.36271310797795,64.17,71.19543352707521
0.9004180571633305,0.00928535938254943,4692.496688331014,96.685,4543.110609783041
0.6331014572732679,0.44432133468147755,1.4339762362496842,2.05,149.89951940206888
0.3390297910487007,0.11345038362190413,146.62007770939354,30.7,9.33348138105704
0.3492095746126609,0.46464032584290454,0.19341389802483155,0.685,151.31537418427945
0.7259556788702394,0.3587172254391268,4.413448095017141,4.325,146.6555478684058
0.8971102599525771,0.38132674495574215,3.274507295081453,3.765,147.85427093764017
0.8870864242651173,0.10073074789658021,434.99823618667745,77.87,290.42288396322556
0.7798755458576239,0.11709721280840646,296.87485982127197,65.51,153.18402184143844
0.6420316461542878,0.2606338769120329,25.701711108853303,13.835,124.56617456704272
0.08413996499504883,0.08604992632493108,1.797070936379738,0.955,149.68967969782173
0.16162871409461377,0.15271584634151614,1.9251646353343728,1.24,149.52302320469857
0.8985541885270792,0.16073123897390224,172.66078618266832,55.38,40.34520579222036
0.6064290596595899,0.07981496662638204,409.3794063974437,66.245,263.12600876403354
0.009197051616629648,0.10259141669758037,0.008401773848677295,0.1,151.5819565068191
0.1014715428660321,0.3942759210041283,0.04952188204131687,0.295,151.5132103573956
0.6635017691080558,0.08359792727363419,552.6583587389066,77.94,406.5255680302409
0.005061583846218687,0.014228695921961243,2.737956737561408,0.365,148.84281175397194
0.16080805141749865,0.3146774713144692,0.19727800466536352,0.52,151.33488004162
0.5487337893665861,0.487991559696225,0.6682755304626002,1.31,150.75821713275144
0.6918951976926933,0.1656069073115607,156.58458523054253,45.275,24.188476340155837
0.6519612595026005,0.05932785159812615,756.2814687566529,83.095,609.351965929974
0.22426930946055978,0.2851936626837654,0.3243303066423296,0.71,151.18224167591612
0.7121792213475359,0.4531771055478231,7.10228917142311,6.33,143.75432049175976
0.23724908749680007,0.3920308899142394,0.24853846582132533,0.64,151.26714723171912
0.3253996981592677,0.311257934206358,0.8457262952366956,1.16,150.60313065934403
0.7464914051180241,0.1575282483037997,171.99093605609386,53.15,38.13035232755146
0.6496328990472147,0.27094008663811,9.620051995248398,6.5,141.23306908021496
0.8492234104941779,0.04562242065212768,1067.7628299370483,92.0,920.42849369957
0.6576128923003434,0.339472712140335,3.7669145955696823,3.605,147.38551927478971
0.5683086033354716,0.3625480094488254,3.448762300631099,3.26,147.74455276326407
0.09367476782809248,0.4825158114549594,0.020499221360175852,0.215,151.55341262673707
0.3677158030594335,0.13019867937253582,110.24559558149191,28.89,40.347054051941576
0.26520236768172545,0.009228209521511321,4661.201962219229,90.6,4511.7235181170645
0.24398964337908358,0.2728042322135753,0.5352605606053997,0.85,150.95373740217937
0.9730105547524456,0.35339525219840723,28.5612056815176,21.19,121.44149564924945
0.3930977246667604,0.395203737941494,0.5953207020388571,1.155,150.851822067639
0.8920465551771133,0.0968694665124053,459.0565076335075,76.67,313.8546380263008
0.6311386259972629,0.13087643451851183,252.76322718509653,61.75,110.18322631642151
0.7948113035416484,0.25629546263364816,89.16086432103539,40.27,63.52317160031813
0.5026370931051921,0.16530040498500093,102.31460293507281,32.88,48.91085250984454
0.5769038846263591,0.4302557432937225,1.1432726787841312,1.7,150.23453420829316
0.4925176938188639,0.23688007686936013,12.782465956161094,7.2,138.0133748919723
0.1952429877980445,0.3997893220510015,0.13760267608346438,0.505,151.39608038741105
0.7224521152615053,0.2903098802411769,39.92466857384528,22.05,110.07534278201365
0.2807723624408558,0.386545070808556,0.21741603519596076,0.67,151.29372544548426
0.02431596643145384,0.16633649326516192,0.018171457697064852,0.16,151.56363182799745
0.6454722959071678,0.4157083109651556,1.081285764903628,1.78,150.28516842800653
0.17711067940704894,0.1372861577755108,2.9973252358792477,1.595,148.4120965851701
0.9404585843529143,0.2730494040016454,54.491387455076946,30.675,95.90177628832656
0.9539285770025874,0.10700355658693711,405.0274525648289,78.125,261.1302686145481
0.9148643902204485,0.23776326081309668,110.44734682928402,50.82,48.938785976390434
0.3701587002554444,0.15908760475435157,71.28993911409569,22.03,78.71006660308937
0.015456616528867428,0.13335171531860712,0.010079100304878921,0.12,151.57740851293372
0.9283185625877254,0.48349250901401875,5.786026954582556,6.065,145.09167531786375
0.42818414831731433,0.08003705274336531,411.19503363359354,63.295,264.439260738367
0.9666548190436696,0.39366291872869763,24.07400469798784,19.07,125.96007777388193
0.9636199770892528,0.49208247974160746,5.668076972065453,6.285,145.1849345832467
0.8530094554673601,0.009950741870038915,5481.875239526864,96.89,5332.40115538766
0.2944488920695857,0.3495137070210475,0.4471736462631779,0.89,151.03536000020313
0.38509772860192526,0.12645590277814356,96.92208983004122,24.23,53.1247348041401
0.8511366715168569,0.020243912164152222,2239.4636046934893,92.29,2090.6455556690403
0.31692200515627766,0.2014447894783154,7.35051181828175,3.38,143.85958737083246
0.1694927466860925,0.4676089050854375,0.07949291680490972,0.36,151.47424878203668
0.5568012624583502,0.005882547183498843,9017.156767672524,97.06,8867.474451391481
0.936154774160781,0.29394284596489084,54.33903453959328,31.895,96.17136443774272
0.696029796674973,0.25069823929766216,53.67264103973954,27.03,96.45859725425656
0.570061170089365,0.43669208218552374,1.0358988032329202,1.695,150.34159926766995
0.09717649377076854,0.04200085726031283,268.27268920004343,21.245,118.27509896681579
0.6150072266991697,0.34076301494332517,4.523315675924123,3.86,146.6032921933434
0.9900538501042633,0.34005484921663864,49.8367276811998,32.79,100.74276758958992
0.14008401523652403,0.3345400084311416,0.11345404728138803,0.46,151.42637900193094
0.5183296523637367,0.4711672474675185,0.6075865117582847,1.27,150.82382473548992
0.8773730719279554,0.4115437645034402,8.41707552620867,7.82,142.2912397252596
0.7407686177542044,0.020986363121753004,2377.063085055397,92.595,2228.1816889206907
0.697015740995268,0.23554142535225658,60.619481634461415,28.435,89.61186466251209
0.7024840839871093,0.19897652810066674,96.0333808486298,38.23,56.35431556348667
0.35949115121975517,0.15507361054540103,99.33567854599208,26.175,50.83605111921113
0.29359184426449336,0.22566836257704864,1.9879205073148074,1.695,149.39835574981728
0.8093611554785136,0.19209709246298873,139.87422458884848,49.6,29.398832080153813
0.8101133946791808,0.21616694993933266,99.04804373202029,41.755,54.64761543319267
0.8670723185801037,0.48963093280432124,8.584401421059134,8.385,142.0694891468261
0.9132405525564713,0.04431648737479038,989.1263407401354,88.215,841.7347812398689
0.5113423988609378,0.4611154349193649,0.5280337309328647,1.185,150.91432312852598
0.5015162946871996,0.24011835673551335,31.200354340190042,14.19,119.05608723999124
0.7982951789667752,0.3118711227497706,20.26620013908481,13.975,129.98176584179797
0.6499639307777652,0.41509148330884693,2.3119339949329474,2.76,148.93603472738567
0.7019668772577033,0.18023151457462777,150.9107424418216,53.29,31.303251457242183
0.795792669436101,0.21521095404398344,102.7801438712779,40.99,50.89533291783456
0.8900053418175663,0.20475924013935698,144.25736557735618,56.64,35.11278186233802
0.3379951568515358,0.18736551126787993,10.683236435599843,4.63,140.3954326538402
0.375582952639944,0.46276466082344747,0.26452117395202474,0.795,151.22951313902277
0.093981939840869,0.41446494559650604,0.033989008453598334,0.26,151.5336004083471
0.578280140996174,0.05449999493148805,803.2739903414159,79.56,655.8048948098789
0.035942273796742086,0.05406167623854802,2.03730947069869,0.68,149.49080302369705
0.46559801813246016,0.2139347574264956,29.35945885854812,12.66,121.00155274583192
0.5426446347075766,0.04932868836640453,992.2414148114708,83.215,844.4630702692854
0.2865412521282844,0.30954654763555983,0.4034446046347251,0.875,151.08075658785467
0.5908332605690108,0.07184580363086696,484.6898201426504,69.85,338.0930318819358
0.03050024993904943,0.26118663198340053,0.00525807067448568,0.12,151.58217905296442
0.03734818874921442,0.0036099735018588763,11826.569764483,78.14,11676.704721985505
0.8226005606596583,0.15829817420632336,193.4506888283492,60.905,58.3229061746586
0.3601906414112629,0.3385953618363277,0.7059948615479885,1.17,150.74013689220314
0.12706051265188478,0.24201947011392422,0.25384812967983905,0.515,151.27959289001603
0.5222432600548044,0.48913474299949405,0.4943690131458116,1.18,150.9483557273063
0.7699935530986108,0.4370518980331054,22.69323649688199,17.15,127.39911512109816
0.21582102749684318,0.1795353895215756,3.685285751574362,2.07,147.66584068632275
0.6228904758190003,0.0227432707361373,1990.0540959772143,90.59,1841.332035300131
0.085347464993768,0.4228131500575094,0.026375866360799024,0.225,151.54615983514094
0.0516817211686077,0.4556171551573357,0.0027610871838896853,0.115,151.58537167704682
0.531354631568148,0.4103136967095184,1.0116480895531632,1.6,150.37848584485462
0.5406351216101065,0.06397497045988243,536.9337444296565,70.02,389.9020940933181
0.6374299014982066,0.49895756720614387,0.8573349252561829,1.58,150.53408566034872
0.7260913337226615,0.12929211077638691,306.3365290363672,70.515,163.6912200948447
0.9758520794625346,0.36210245640418504,54.123105001671476,36.165,96.91762594864008
0.5163003483011953,0.4540174381678608,4.16290431954693,3.475,147.008959255923
0.32295647294124596,0.11784355716535472,113.42396420207211,26.565,36.859810358862426
0.7951861947687037,0.45412927733853303,10.029019358138411,8.785,140.59342675546532
0.2708322512620742,0.15474078959743348,38.51336959797854,10.885,112.0393323052085
0.4389714207056361,0.4882066111920281,0.2983471712659504,0.855,151.18761815920908
0.07845638134226596,0.1406300101902373,0.6933398777751014,0.615,150.83035828988002
0.02535074341545751,0.4767179123789176,0.00022991952717802634,0.07,151.59437959302684
0.9626484146779251,0.026772325446337453,1908.1679633055437,92.545,1759.5826733117613
0.8359801205122058,0.3546360058349065,3.009492673240915,3.495,148.1507484597294
0.695974206093698,0.26605556691850185,45.15557801584294,23.9,104.86163655594926
0.4089529444142699,0.23893853856136532,6.832581419769524,3.91,144.30577896580206
0.17329432007084578,0.11174715712792,5.747264642550232,2.225,145.6018622240335
0.15643704267108605,0.352797894888246,0.1280715181449041,0.475,151.4097770022474
0.25024289816459533,0.09540474572315355,99.12661083176748,18.075,51.0245759459345
0.5492266647061205,0.2764208979923841,12.620032569499637,7.29,138.16526173827248
0.7145959227000623,0.1266226815201254,248.20500303989414,61.39,105.81018250653203
0.6601973767177313,0.47781068989067804,0.7714478876901861,1.51,150.6286854006778
0.27993389694594284,0.014315596917826412,2889.377332276791,83.285,2740.062776619709
0.9548652806631941,0.09986414005561828,393.368609087813,73.99,248.85988023250502
0.7378969166957685,0.12115530319372386,248.29558204034686,56.91,104.31073553882437
0.5543540525114007,0.2070339128839082,64.21260876745512,25.295,85.85064658746442
0.6117207462343522,0.11636512093502677,223.41461077869556,55.255,80.59528584717201
0.4196000624277899,0.24567454513439263,4.749475735847591,3.15,146.4685539595825
0.24773098950115746,0.4362327616292695,0.22438950780643602,0.615,151.29458590217058
0.3559726786512616,0.3560317107045854,0.6720083358943383,1.155,150.7758704814375
0.7578461104643691,0.2899809902675555,41.53416511203369,23.48,108.47593160670976
0.014393488629755868,0.044501588991339824,0.7108956921804883,0.35,150.85078443624684
0.11607264050691624,0.3469960541946378,0.09871450079142448,0.355,151.4559388710632
0.04600264202175275,0.08320714215546993,1.1460757326750968,0.6,150.38434349952288
0.040728802318970136,0.393183692980849,0.0025676963553394215,0.11,151.58628499203505
0.8554605840110072,0.1250283792550766,320.67729147236383,70.905,177.54559090369503
0.7036578593800237,0.20852436416045045,60.93902874166172,27.24,89.21498865929736
0.4741738290873252,0.17523510115896396,32.990423014316896,12.5,117.39459572897084
0.09783416065100148,0.4294069573374284,0.033110138484972254,0.26,151.5344701866073
0.49161587511683236,0.06327222935670407,692.8459788570756,73.64,545.2966590410183
0.4734717707805657,0.2828224411923943,14.157493579266497,7.86,136.57644800867763
0.17320186991001518,0.07103080472153112,102.90962103868003,14.915,47.620384455826546
0.43385164923797304,0.35239791806609333,1.1549110168111483,1.515,150.24811392963773
0.39850473439737344,0.4525390638972406,0.3594581174078796,0.885,151.12291355024823
0.6158500980522165,0.2173038269336267,19.756039736539293,10.69,130.73410146212782
0.6350936508676438,0.24404613013248794,25.574682824424404,13.71,124.7011774372744
0.04530400977204452,0.4637114182413811,0.002053766041897234,0.11,151.5867935356025
0.3746126146264712,0.26049569432467856,5.446373915084854,3.275,145.76136813057656
0.6258599157142364,0.24379921902478047,12.755198435067795,7.53,138.00549429858805
0.5031362585800877,0.2891645513521521,10.533602569800957,6.325,140.34451053446384
0.8564898411883223,0.34461486818147596,18.53567122584116,13.225,131.75686078925884
0.658693631618945,0.05344168754351569,838.3861814192435,81.565,690.9584097425601
0.1629344270814297,0.410555263870758,0.0760867985672175,0.415,151.46977247830918
0.07056874740042984,0.21775251372662963,0.14600165854072714,0.35,151.40985211974177
0.6424192782063156,0.03617425494874277,1213.266323006265,85.705,1065.1730378977227
0.026511310541621813,0.39309133459910656,0.0012739541709765945,0.08,151.59190023009694
0.5857755812734633,0.18847498584313604,113.47008682821331,39.355,40.4429299301902
0.9402302414249576,0.05018374754752697,982.1456939417839,88.4,834.7906419850746
0.575474177875879,0.31688951977162527,3.5914935520597067,3.21,147.60933188764378
0.3881699262065219,0.44006567671682084,0.37083577727699746,0.885,151.11164750273426
0.6432882184423532,0.44387675470699317,1.161572624762642,1.88,150.19218309730303
0.45825289049151663,0.4788317374044866,0.38382728777293296,1.015,151.08067170242182
0.5456167893159349,0.433852729883344,1.233045436598584,1.82,150.12940807872766
