lambda,mu,tempo_medio_espera,tam_medio_fila,distancia,desistencias
0.06505159298527952,0.4389163017879072,0.008728180030599332,0.16,151.57297655641636,0
0.9488855372533332,0.447553112865046,7.9811505905932005,7.89,142.718063634467,5
0.9656320330745594,0.32962226852543597,26.36235151729937,16.835,123.74548616952396,76
0.8083973481164611,0.17239346432726826,97.0356921324393,31.72,53.84882828706446,235
0.3046137691733707,0.4468243245452404,0.23425828889576514,0.57,151.2911837823909,0
0.09767211400638387,0.14575846407559617,0.7044044752795948,0.57,150.8257926983343,0
0.6842330265121569,0.28135577167110143,23.840086985620616,13.975,126.4148894584644,33
0.4401524937396013,0.0498654861719412,379.6677957898887,38.585,230.26584342447757,679
0.12203823484477883,0.4609778150663751,0.028684206966411007,0.295,151.53383313865524,0
0.4951769101112702,0.07038522888560667,246.09423646308468,35.845,97.08648879439009,444
0.034388521115218396,0.11244840286520363,0.1514268284815401,0.315,151.40949146780702,0
0.9093204020787821,0.2790670790641075,35.897609012650776,20.935,114.10736108608381,93
0.2587799816000169,0.38204650010649077,0.2720868357181575,0.57,151.25373674898324,0
0.662522284353982,0.3096756529681495,13.473110116219402,9.94,137.05851035721187,5
0.31171107608941095,0.11606695640007808,76.71760326118977,16.445,73.49263702429234,66
0.5200680211778108,0.0004715212637451671,50010.864474097325,54.935,49860.87535150707,100740
0.5467102793432796,0.3785752901537196,2.5981220861893632,2.68,148.66262480031065,0
0.18485445552552704,0.49260366295554686,0.05779624436309776,0.385,151.49215389615705,0
0.9695846277645586,0.4049565601530452,11.152761769131693,9.97,139.3674153607632,11
0.7751328233611146,0.23010330907830767,44.23025381372265,19.56,105.79788659661182,114
0.9394989415641891,0.4518836306995533,6.4132968944222535,7.395,144.32756955526318,0
0.8948273504276488,0.204923836559175,70.01861377672702,28.765,80.26697557025778,172
0.5978999788110851,0.2624670421217338,21.712407032686297,12.58,128.6329775343289,6
0.9218742350231168,0.23856488369784162,39.949596476609344,20.37,110.06247414837227,118
0.0884925020519195,0.22381193633276247,0.15833889081262278,0.405,151.38978640899313,0
0.1959828624191452,0.38759538464695287,0.20442380041698768,0.55,151.32355120391895,0
0.045227288910538066,0.263384453634746,0.019718907645141,0.185,151.55850006364466,0
0.32533033076326434,0.15835856101260803,44.41927397616515,14.235,105.86588181619268,18
0.388677289689482,0.12907908382923916,55.89666756171162,14.76,94.38143236882465,68
0.2713490317738959,0.018873658483716693,1129.8010535980427,44.695,980.0638589688095,1175
0.8287375091519293,0.291597580941523,23.834484399661687,15.73,126.32121843419343,39
0.3567533266935893,0.1149807077005171,69.30699131076479,17.725,80.80617102870913,52
0.28093450968738076,0.07406696100819155,152.1842224967817,21.82,2.191626773756719,146
0.5426960831582485,0.32691498191383883,5.359286847933765,4.165,145.73614214098816,0
0.14092422497476265,0.3406046289107744,0.1184211669439253,0.415,151.42787028314703,0
0.8021969807540397,0.376077446128833,6.077129563078342,5.205,144.89949848016363,5
0.07455064367977082,0.25178844816929574,0.06402560767308532,0.315,151.49599216473192,0
0.9868869366005173,0.4470273026019433,12.018399651335685,11.775,138.35993878207128,6
0.7722447692966574,0.4681713766991139,2.4073750378113616,3.1,148.79782573421315,0
0.1987156815341724,0.4036854698962447,0.15225686068642427,0.47,151.3865483586494,0
0.005522117123602399,0.3177967410040936,0.0,0.005,151.60402377575602,0
0.8154614284548342,0.15186047679559433,119.6206941270878,34.43,32.82388041228455,337
0.7068573438476171,0.4914724608101106,1.7695324694730579,2.53,149.50368692550228,0
0.7290071680409873,0.13706808359596917,139.83930921496477,33.955,15.689539898578918,369
0.7712703466859457,0.10132846099521553,183.8429947093597,36.07,36.65123723556611,545
0.07404465173409036,0.22107705689329138,0.08058480573034178,0.34,151.47602665831914,0
0.3584657285442726,0.02842028535619423,829.2865179816905,46.955,679.7447502825524,1081
0.11586905952512971,0.4892472323358954,0.01893312482466829,0.275,151.54634949749143,0
0.8631034258755935,0.2942167782082124,26.523082566919783,15.97,123.62406739294622,69
0.6232981268275579,0.2784760458320876,27.08422840832235,16.025,123.06090984133618,17
0.3308980248526492,0.32789813994985995,1.8740299786521672,1.645,149.5179889503776,0
0.06355835028602363,0.24851182388860332,0.045641304512297795,0.28,151.51920040633462,0
0.3109823217156622,0.01603175854727079,1652.1364336846093,52.125,1502.438478283792,1724
0.32518332202674705,0.3061556444201984,2.3287069107091805,1.76,149.05189835310128,0
0.7296061783380641,0.3580869384782153,7.7435981827967115,6.895,143.0560899891284,0
0.6375574713552131,0.20837453031202657,27.53989344885373,13.685,122.74207478089205,42
0.8872127425763265,0.37864778603559646,4.565114928087938,4.595,146.47265895340422,0
0.4722149251619493,0.11350064966921031,119.68514858893026,25.765,30.54775672738077,190
0.1195942459383017,0.11063829553309201,9.970902891059094,2.535,141.37550799960084,0
0.713244787222995,0.08070849384378698,271.8789091966015,41.37,123.40853052748596,695
0.7607850486168974,0.18599737989458093,56.9971507044625,24.805,93.04513959411561,120
0.5612771975694962,0.42350601769454177,1.8065064734228202,2.165,149.51501178347166,0
0.770967179954561,0.41395603107453216,4.172015742393794,4.54,146.86950872334475,0
0.49379559636439074,0.1914121039817519,36.031404358897895,14.91,114.1889175550983,26
0.5227328293819941,0.2945593679901183,3.3064469309686615,3.24,147.88825549047738,0
0.42754101835854963,0.3604081582374578,1.015087611388382,1.305,150.41538200743392,0
0.02541912674409519,0.12060338731401149,0.05738184170007173,0.24,151.51332066906107,0
0.10789142699330445,0.08407054294737354,7.044098386669105,1.925,144.35856549259674,0
0.03142918568673425,0.4860479966061555,0.0012948183955813874,0.065,151.5940492933607,0
0.6364104112637804,0.30877865660480924,8.85606721611233,7.195,141.91827855037772,0
0.3143559810763267,0.49070786091683194,0.19804256373607704,0.555,151.3291593736522,0
0.5085706911647028,0.16887799356611455,45.204875173682034,15.33,105.0071763612543,80
0.907566473926093,0.35151584998706575,17.023070737189588,13.59,133.24260510875072,12
0.24929222914887494,0.11130181827061886,57.70122853043513,14.815,92.57800732242492,5
0.41038292303562973,0.13060008563695646,101.88646554389892,23.105,48.12622178042263,128
0.7555511385430487,0.255951060634812,34.64969011903249,17.53,115.43688704064758,83
0.22879816549162246,0.1598090627540356,8.449566102093872,3.285,142.78226977354538,0
0.07697990982879299,0.08381078192029223,6.9919597352505365,1.35,144.49125260846833,0
0.289751452913768,0.131440350994663,39.07117303732259,11.69,111.40691518624699,1
0.16122128725400442,0.01787419723293232,1004.9068060737953,38.955,855.074920165653,653
0.9296976523425731,0.3522118107387433,21.217022461834166,15.76,128.93406417078353,38
0.808120379564417,0.2460583285429308,44.787031857952776,22.205,105.21316785583184,122
0.6334037565104235,0.04712153320226281,592.6861391641667,50.1,443.5770821492877,1257
0.8714605901877177,0.0858469965642456,270.38374333116457,43.775,122.33722362152784,777
0.8036720768991145,0.05126726905632201,463.2328395821307,50.455,314.52265231249214,1262
0.18657005888603584,0.30629640413793824,0.2979274308543505,0.55,151.23099229819843,0
0.8925589984899778,0.0471051818062469,559.4043596880089,52.45,410.5351778246884,1613
0.5393422419156507,0.37714116651760804,3.4906250300397215,3.21,147.70938038624502,0
0.8074401551640625,0.010255459660195587,3074.322179564845,54.47,2924.5024381584785,9127
0.8960912999234932,0.12468789399794605,143.32745267425938,36.9,16.325834980614264,446
0.3180034749718639,0.4453333379459536,0.2464123333464641,0.595,151.27561285294496,0
0.11005192452767676,0.359265659061123,0.047523373682166185,0.315,151.51232448671098,0
0.22793516254194168,0.03648416646284386,400.9272651720468,30.955,251.08700570065886,319
0.4271077886262563,0.4105630522425899,1.7074135655796459,1.735,149.6708435748594,0
0.8180147659224931,0.2465175607701024,62.04381750562609,28.79,88.21787879440089,149
0.8607305832563434,0.4233915135844146,9.591317069497018,9.085,141.00140235926207,1
0.006952130531190703,0.3003698872251967,0.0,0.01,151.6032984469665,0
0.5107473025775657,0.34091651601642936,2.6909409886085904,2.925,148.53893257938,0
0.417411003148779,0.49675078019785407,0.34261426870336187,0.785,151.15359515713183,0
0.22210781047073025,0.11616777296200909,11.338693587260943,3.855,139.8434800807228,0
0.1198653673336828,0.31197278738069417,0.10680089077519572,0.4,151.44151062109,0
0.33761517140362796,0.23016069502869918,6.502083804749048,3.675,144.66325579558642,0
0.9429097039125192,0.019725976461345718,1316.7882768808026,53.725,1167.2194989338864,4603
0.32320293202075523,0.007235320751432517,3636.814606981763,54.14,3486.9627303803213,4123
0.5187906217433661,0.059614288908929336,348.3906043213536,42.415,199.43822128165874,626
0.7030189588951778,0.32454587026927406,18.34025214422969,13.03,131.9649578692958,20
0.363629602379294,0.2835815439566961,2.0804035018730165,1.92,149.27629894986245,0
0.9717820827209607,0.2767147805818637,35.68815585667671,20.135,114.32705688701795,108
0.9624472949421112,0.015928381264130043,1583.216498903418,54.155,1433.5771610743423,5443
0.25178229582536416,0.23465149818000353,4.205556250100138,2.31,147.11803400107928,0
0.49724850589238545,0.46231140892126427,2.150586085442326,2.31,149.15476960150556,0
0.30087830981676966,0.1987959346553233,3.9445191974893357,2.515,147.34947810376715,0
0.2848404943774676,0.31246123489422817,1.7595507017930543,1.27,149.6828771374143,0
0.036886947354532795,0.3899093378115718,0.005054361735355997,0.1,151.58526879953067,0
0.6095643339798968,0.3919626395709438,3.8381086043457158,3.755,147.29622711174594,0
0.5026790232288615,0.2596400411976357,11.121992851250566,7.305,139.65329890342048,0
0.05147875124998935,0.42897597270116816,0.006860975467911388,0.13,151.5791498011274,0
0.27864646423661144,0.19568904668187348,7.728382009998769,3.51,143.46809187234925,0
0.9082658859666537,0.4443466073923992,7.865955715041432,7.65,142.85660308434666,3
0.23956189066697242,0.12011358319777266,21.746629944173378,6.17,129.226606512269,0
0.1448948720912231,0.14010820349528552,4.196328678669533,1.535,147.23289984164057,0
0.489452760277563,0.02656031209950055,996.5120826065207,52.105,847.0472342342125,1636
0.9856504541106007,0.39779091827114144,18.911710704681337,15.92,131.22921165035305,27
0.2420552715115004,0.2085276181163528,2.0019235464730967,1.53,149.40699961495778,0
0.6721355474058786,0.11455830695569952,129.66726350004018,30.32,21.969127738187478,317
0.7616196153287176,0.11589513880828983,144.1383489502209,34.475,13.783489327067244,374
0.23763754399239967,0.4506999706146166,0.20623178798568695,0.575,151.3182197230547,0
0.7282163486118596,0.41695830023051844,4.283546222408811,4.575,146.75460989869066,0
0.3677831327192532,0.27676544267859166,2.7784961514519897,2.17,148.55100166416932,0
0.6323058305935795,0.30805540020786054,14.682931463652146,9.62,135.88220426998768,4
0.6335297107608947,0.2371627852751455,27.588586347609777,14.62,122.63367642037234,16
0.5357746840747585,0.19583327143940443,36.93112221295009,15.16,113.27557867441166,51
0.0902897700544083,0.45773844060916574,0.013761267138343455,0.215,151.56008060908047,0
0.835302495589238,0.06280635176015104,394.22327178471426,49.205,245.73383671409684,1082
0.32078006497173583,0.20922339485811398,5.353749160092659,3.115,145.87385340437606,0
0.18651851039985423,0.17228095399393767,6.434166742933201,2.535,144.87937984335764,0
0.040775141554763916,0.24907536012557419,0.019144511762289297,0.185,151.55906847821296,0
0.5908929431882418,0.22881593727258753,28.3606971134876,13.69,121.92282848883019,28
0.6775643618422824,0.2594447658255407,22.924089038545628,13.395,127.36692338155727,34
0.016587828927856152,0.06995948861349705,0.13287062692528095,0.275,151.43358970692705,0
0.512093058299281,0.25657075075663854,3.3401731162077546,2.885,147.9002638489327,0
0.22649577519793795,0.12120940694360544,15.224331642706256,4.645,135.8884719398788,0
0.6451727904094499,0.09216567449409563,195.2517493903914,34.66,46.989322434897794,454
0.17436642900499144,0.03241710939309561,470.989263005541,32.13,321.14906798065033,257
0.690937738102466,0.38132627937807045,5.897017176724845,5.575,145.03603098390803,0
0.3867353463005374,0.21372096042827998,10.035107709591916,5.255,140.96299549479477,0
0.9367299887367345,0.3133218416558792,22.138504361209094,15.46,128.02864393169423,49
0.13752094414599325,0.3637966716523717,0.08837385853748453,0.39,151.46117572624883,0
0.3410663510502585,0.33965833265677675,1.8456804034982823,1.67,149.54267389311445,0
0.11347352124058907,0.23525035954484114,0.2515850105258042,0.46,151.28965394850957,0
0.9246936182785628,0.1939492644758649,86.97149839229587,31.705,63.771302636157294,247
0.877339353380981,0.18797995482033186,86.54761575990545,29.875,63.9391952620034,253
0.2579416277151556,0.32002439846502817,0.3962157308319427,0.66,151.11812554308557,0
0.659984046034179,0.2473971774709367,30.51853577110544,16.04,119.63002087386181,39
0.8172222002012158,0.4245661239942553,9.94769200522166,9.0,140.6543599561146,0
0.5552008115994623,0.43735099216335604,1.3152653595462622,1.93,150.03318038054832,0
0.5296505783560065,0.08528018900325923,171.61077250331866,32.63,24.083653962598653,298
0.24185229090045168,0.06811682577286282,139.2733665340775,19.74,10.962128694384528,110
0.09310276780589921,0.31520046301799975,0.050928214400331094,0.315,151.5089547002517,0
0.8972157579533268,0.1506128740311397,111.92512642657961,33.16,39.67671354373931,322
0.9004180571633305,0.00928535938254943,2668.303672549932,54.63,2518.515059331287,8772
0.6331014572732679,0.44432133468147755,3.409538648105857,3.51,147.75196600844663,0
0.3390297910487007,0.11345038362190413,72.94709662735467,16.455,77.2521646502816,72
0.3492095746126609,0.46464032584290454,0.25275904260503573,0.65,151.26155715961707,0
0.7259556788702394,0.3587172254391268,6.682407250527658,5.98,144.210168821424,0
0.8971102599525771,0.38132674495574215,8.908419227745657,8.105,141.77413441743727,9
0.8870864242651173,0.10073074789658021,167.27514721301088,37.325,23.09299322805941,561
0.7798755458576239,0.11709721280840646,148.4322753375244,32.745,10.858765381816395,406
0.6420316461542878,0.2606338769120329,23.645885392328054,13.365,126.64882748485553,10
0.08413996499504883,0.08604992632493108,4.919602571481795,1.28,146.5525165871156,0
0.16162871409461377,0.15271584634151614,6.016416489434792,2.12,145.3495329216572,0
0.8985541885270792,0.16073123897390224,99.13602252954038,32.38,51.91231649729593,260
0.6064290596595899,0.07981496662638204,203.31472025247407,33.53,54.54722995349598,460
0.009197051616629648,0.10259141669758037,0.017648378588000925,0.085,151.5749749229366,0
0.1014715428660321,0.3942759210041283,0.029179527164371066,0.28,151.5354921900988,0
0.6635017691080558,0.08359792727363419,226.69098953105714,36.515,78.05250220366236,559
0.005061583846218687,0.014228695921961243,1.7208714774088576,0.37,149.84844628963992,0
0.16080805141749865,0.3146774713144692,0.25762061192065583,0.555,151.2701828180408,0
0.5487337893665861,0.487991559696225,1.7224410802718098,2.16,149.59899758752886,0
0.6918951976926933,0.1656069073115607,68.93880202610409,22.64,81.06372442074905,148
0.6519612595026005,0.05932785159812615,416.31747723252914,45.34,267.3382768693976,1002
0.22426930946055978,0.2851936626837654,0.43298228795662624,0.655,151.08243383092125,0
0.7121792213475359,0.4531771055478231,7.4946497215145635,6.92,143.30101624899186,0
0.23724908749680007,0.3920308899142394,0.23059423035148138,0.55,151.29764507286168,0
0.3253996981592677,0.311257934206358,2.311070016194983,1.775,149.0673360088026,0
0.7464914051180241,0.1575282483037997,86.36670436039407,30.155,64.15372427971342,209
0.6496328990472147,0.27094008663811,9.09920241595746,6.525,141.74805249039343,0
0.8492234104941779,0.04562242065212768,608.450392055961,50.82,459.3553682893717,1914
0.6576128923003434,0.339472712140335,9.118027542597204,7.29,141.64785301404467,0
0.5683086033354716,0.3625480094488254,7.188496879914094,5.24,143.79159580246096,0
0.09367476782809248,0.4825158114549594,0.012826175553574935,0.21,151.56172475874212,0
0.3677158030594335,0.13019867937253582,58.117163804075915,15.83,92.08976320637933,56
0.26520236768172545,0.009228209521511321,2626.0211014091924,51.92,2476.2018700064805,2505
0.24398964337908358,0.2728042322135753,2.163002255736994,1.35,149.27223587136768,0
0.9730105547524456,0.35339525219840723,11.937791979878346,10.155,138.5693952804563,15
0.3930977246667604,0.395203737941494,1.3864308363352875,1.57,150.0112590426577,0
0.8920465551771133,0.0968694665124053,208.78786880911727,39.245,61.265027088200846,735
0.6311386259972629,0.13087643451851183,89.4438234186339,25.045,60.6326854687601,173
0.7948113035416484,0.25629546263364816,35.313177423068645,18.37,114.74425551108226,81
0.5026370931051921,0.16530040498500093,32.73655933134231,13.48,117.5725517178725,32
0.5769038846263591,0.4302557432937225,6.083871979532465,4.99,144.9178802094607,0
0.4925176938188639,0.23688007686936013,12.240130772233233,7.395,138.53190099991915,0
0.1952429877980445,0.3997893220510015,0.15152981812732771,0.465,151.38797918212524,0
0.7224521152615053,0.2903098802411769,19.44883398420409,13.21,130.84674641764656,14
0.2807723624408558,0.386545070808556,0.3167858885539129,0.695,151.19182389181307,0
0.02431596643145384,0.16633649326516192,0.0227168556659025,0.155,151.55985446138357,0
0.6454722959071678,0.4157083109651556,3.5998717894458276,3.825,147.5239918286741,0
0.17711067940704894,0.1372861577755108,4.288489735098067,1.92,147.0885808745146,0
0.9404585843529143,0.2730494040016454,36.38394725702543,20.6,113.62467795727467,101
0.9539285770025874,0.10700355658693711,180.39080569864265,37.885,34.29189840199359,680
0.9148643902204485,0.23776326081309668,72.5622717655148,30.455,77.89793822122628,185
0.3701587002554444,0.15908760475435157,30.916713095318983,11.26,119.56662084387337,14
0.015456616528867428,0.13335171531860712,0.020835005267776978,0.115,151.56748713862453,0
0.9283185625877254,0.48349250901401875,6.558095484137846,7.31,144.1921498249392,2
0.42818414831731433,0.08003705274336531,196.91340418417337,32.075,47.98305031099644,298
0.9666548190436696,0.39366291872869763,12.960018430994834,11.49,137.4424121166144,14
0.9636199770892528,0.49208247974160746,11.676057756909508,12.835,138.6272347797136,7
0.8530094554673601,0.009950741870038915,2616.141593501546,54.47,2466.35533938205,8139
0.2944488920695857,0.3495137070210475,0.480784114125746,0.775,151.0181993804941,0
0.38509772860192526,0.12645590277814356,39.7215641374408,12.67,110.67240991454277,16
0.8511366715168569,0.020243912164152222,1254.8945262288141,53.85,1105.3534894278823,3750
0.31692200515627766,0.2014447894783154,9.856133353307959,5.05,141.16517225819476,0
0.1694927466860925,0.4676089050854375,0.05540691294201709,0.375,151.49594588979403,0
0.5568012624583502,0.005882547183498843,4597.436179249606,54.635,4447.555914401001,9262
0.936154774160781,0.29394284596489084,33.20051043132309,20.22,116.81305219667648,80
0.696029796674973,0.25069823929766216,34.74497573864529,15.84,115.4195226878255,76
0.570061170089365,0.43669208218552374,1.3954270022362487,1.94,149.95240150076853,0
0.09717649377076854,0.04200085726031283,131.6176771971677,12.275,20.796283721557767,12
0.6150072266991697,0.34076301494332517,11.918790182159341,9.325,138.66173275189712,0
0.9900538501042633,0.34005484921663864,20.157663641878475,14.93,130.03467695555506,46
0.14008401523652403,0.3345400084311416,0.12461965515474133,0.415,151.42173509279317,0
0.5183296523637367,0.4711672474675185,2.26526084604098,2.55,149.00958241968306,0
0.8773730719279554,0.4115437645034402,12.568848143491637,11.385,137.84048652557297,3
0.7407686177542044,0.020986363121753004,1273.01579031175,53.445,1123.4559418662238,3273
0.697015740995268,0.23554142535225658,33.842511489264766,16.94,116.26764699228065,54
0.7024840839871093,0.19897652810066674,39.77963771864107,18.735,110.26871036896192,60
0.35949115121975517,0.15507361054540103,41.110810026258726,13.96,109.18560936834817,6
0.29359184426449336,0.22566836257704864,4.065156329456306,2.605,147.21801731495378,0
0.8093611554785136,0.19209709246298873,52.46556317307188,22.37,97.53513862780959,122
0.8101133946791808,0.21616694993933266,40.22339754057393,18.98,109.81813533080441,86
0.8670723185801037,0.48963093280432124,8.992695500241465,9.275,141.58031482973763,0
0.9132405525564713,0.04431648737479038,549.4426767971631,50.895,400.48642058362344,1792
0.5113423988609378,0.4611154349193649,3.293564769559653,3.265,147.89786463307505,0
0.5015162946871996,0.24011835673551335,11.879779651287823,6.785,138.95571774553505,0
0.7982951789667752,0.3118711227497706,13.164155886993909,9.235,137.4299583755991,15
0.6499639307777652,0.41509148330884693,7.049231413858902,5.835,143.86184158548946,0
0.7019668772577033,0.18023151457462777,66.9314003270231,23.615,83.08429741310508,156
0.795792669436101,0.21521095404398344,65.5600781957551,26.55,84.5624201067294,152
0.8900053418175663,0.20475924013935698,75.64512414196216,28.98,74.68177799078045,194
0.3379951568515358,0.18736551126787993,28.37378590381918,10.66,122.15372100501078,0
0.375582952639944,0.46276466082344747,0.27602848958294557,0.66,151.2371093510193,0
0.093981939840869,0.41446494559650604,0.020129734291307884,0.26,151.54731632371062,0
0.578280140996174,0.05449999493148805,330.3790454827108,39.94,181.26898148677796,698
0.035942273796742086,0.05406167623854802,1.881723790822956,0.565,149.66122735090096,0
0.46559801813246016,0.2139347574264956,30.802296993982853,14.085,119.46020101653383,13
0.5426446347075766,0.04932868836640453,450.76987039509373,45.365,301.67604837388313,849
0.2865412521282844,0.30954654763555983,1.4256999579606076,1.215,150.02112803862644,0
0.5908332605690108,0.07184580363086696,265.24869662580727,36.72,116.18494082258405,573
0.03050024993904943,0.26118663198340053,0.010774834267782935,0.115,151.57744189297009,0
0.03734818874921442,0.0036099735018588763,5551.123180859474,40.94,5401.156388998337,762
0.8226005606596583,0.15829817420632336,114.41457138076521,32.735,37.16938195631795,320
0.3601906414112629,0.3385953618363277,2.4728654077329413,2.015,148.87463069981024,0
0.12706051265188478,0.24201947011392422,0.3813231058619496,0.575,151.14489439128428,0
0.5222432600548044,0.48913474299949405,1.8699256866748908,2.145,149.4548090262445,0
0.7699935530986108,0.4370518980331054,8.239092437321482,7.395,142.51126600375943,0
0.21582102749684318,0.1795353895215756,1.084642947273051,1.12,150.3720651123112,0
0.6228904758190003,0.0227432707361373,1144.2573179565125,52.675,994.7304006287721,2435
0.085347464993768,0.4228131500575094,0.015268753802107184,0.215,151.55858877673086,0
0.0516817211686077,0.4556171551573357,0.005866661048250847,0.115,151.58229864038623,0
0.531354631568148,0.4103136967095184,1.513591737856135,2.015,149.82527711835564,0
0.5406351216101065,0.06397497045988243,299.90209826617064,38.455,150.80254006349057,568
0.6374299014982066,0.49895756720614387,1.160383017654079,1.915,150.1886773643454,0
0.7260913337226615,0.12929211077638691,120.35767491567043,32.425,31.42209511482444,270
0.9758520794625346,0.36210245640418504,6.966190006601724,6.275,143.89560947515932,11
0.5163003483011953,0.4540174381678608,1.0337086271317462,1.655,150.34917688629454,0
0.32295647294124596,0.11784355716535472,54.866027825885006,15.105,95.38350846254968,26
0.7951861947687037,0.45412927733853303,5.430386647606166,5.58,145.4991048249461,0
0.2708322512620742,0.15474078959743348,15.271079193185887,5.28,135.7624414253397,0
0.4389714207056361,0.4882066111920281,1.118358734681613,1.355,150.30621787156696,0
0.07845638134226596,0.1406300101902373,0.5294456929216567,0.51,151.0075054587197,0
0.02535074341545751,0.4767179123789176,0.0,0.045,151.5982256657379,0
0.9626484146779251,0.026772325446337453,914.9129244300555,53.06,765.5432747795122,3082
0.8359801205122058,0.3546360058349065,11.326858779966562,9.085,139.2732469673603,13
0.695974206093698,0.26605556691850185,14.274488833857468,9.0,136.3466698577955,16
0.4089529444142699,0.23893853856136532,11.411246575046604,6.455,139.4578416614947,0
0.17329432007084578,0.11174715712792,14.168830699148208,3.99,137.01994983810445,0
0.15643704267108605,0.352797894888246,0.143201545013245,0.42,151.40263023864057,0
0.25024289816459533,0.09540474572315355,80.69391822320951,16.055,69.56059226495395,36
0.5492266647061205,0.2764208979923841,13.59823662287849,8.095,137.10867980324312,0
0.7145959227000623,0.1266226815201254,123.92507955777063,31.665,27.808518498269393,285
0.6601973767177313,0.47781068989067804,2.004657569037011,2.865,149.22724150187187,0
0.27993389694594284,0.014315596917826412,1817.2155035685928,51.08,1667.4690946879575,1716
0.9548652806631941,0.09986414005561828,167.96408529812163,39.77,25.268186729525922,583
0.7378969166957685,0.12115530319372386,121.25743999088893,32.765,30.692344010800987,299
0.5543540525114007,0.2070339128839082,37.65888743812881,15.74,112.51539082116284,60
0.6117207462343522,0.11636512093502677,143.6399152998613,33.06,12.75830229274015,307
0.4196000624277899,0.24567454513439263,10.390841819378704,6.055,140.51676082553902,0
0.24773098950115746,0.4362327616292695,0.17661318775435347,0.52,151.35533567037464,0
0.3559726786512616,0.3560317107045854,2.1865332585280313,1.905,149.1731543379446,0
0.7578461104643691,0.2899809902675555,19.761112384571042,12.775,130.56518859291833,34
0.014393488629755868,0.044501588991339824,0.4164085636342469,0.325,151.1458118903782,0
0.11607264050691624,0.3469960541946378,0.051212545851778285,0.34,151.5050971385759,0
0.04600264202175275,0.08320714215546993,1.0188566625326905,0.57,150.51453740466062,0
0.040728802318970136,0.393183692980849,0.005651235361624458,0.1,151.58467818789595,0
0.8554605840110072,0.1250283792550766,153.60210551368658,34.895,13.388658974360776,496
0.7036578593800237,0.20852436416045045,54.920040972943326,22.64,95.08211297918645,110
0.4741738290873252,0.17523510115896396,53.29402819681254,17.365,96.81698305255586,72
0.09783416065100148,0.4294069573374284,0.019664353597706175,0.265,151.5470597062427,0
0.49161587511683236,0.06327222935670407,337.04656388249396,40.78,187.98698215633948,564
0.4734717707805657,0.2828224411923943,4.074559931437677,3.37,147.10986016988656,0
0.17320186991001518,0.07103080472153112,42.376277982885355,7.55,108.58944718902094,0
0.43385164923797304,0.35239791806609333,1.0844824490195857,1.445,150.32744058380146,0
0.39850473439737344,0.4525390638972406,0.7683818416875845,1.09,150.68942882016762,0
