num_instancias,num_palavras_validas_geradas,probabilidade,palavras_validas_geradas
110000,56,0.0005090909090909091,"['angra', 'nanam', 'porta', 'exato', 'tetos', 'munem', 'sovas', 'mocao', 'regio', 'suave', 'reste', 'amiga', 'selva', 'gozem', 'obito', 'rapas', 'aviso', 'ocaso', 'voara', 'assoo', 'furem', 'zagas', 'aturo', 'rides', 'turne', 'moemo', 'volto', 'achei', 'blefe', 'podar', 'pavio', 'salda', 'cozeu', 'orfao', 'brigo', 'benza', 'mexem', 'sulca', 'cites', 'rodam', 'julgo', 'dosai', 'penis', 'dieta', 'fitar', 'afiem', 'morei', 'omita', 'potro', 'osseo', 'causa', 'povoe', 'ateus', 'moram', 'prove', 'geriu']"
120000,45,0.000375,"['jorge', 'apolo', 'guias', 'fatos', 'fiapo', 'moias', 'seque', 'teces', 'melar', 'falha', 'pifas', 'gabem', 'nexos', 'visai', 'abala', 'prumo', 'acuei', 'pazes', 'enjoa', 'saiba', 'lince', 'colem', 'irado', 'curia', 'gelei', 'ideal', 'rolem', 'lusas', 'unica', 'rijas', 'freai', 'praga', 'pasmo', 'preto', 'moeda', 'girai', 'remas', 'comes', 'culpa', 'comem', 'velem', 'movem', 'adote', 'ateei', 'adiam']"
130000,57,0.00043846153846153845,"['ecoar', 'farpa', 'basea', 'limpe', 'verta', 'rirei', 'lesao', 'fitou', 'bario', 'alceu', 'quede', 'torce', 'supor', 'vinco', 'favor', 'guiam', 'ditam', 'aderi', 'duais', 'roais', 'cobri', 'tacam', 'suara', 'campo', 'sabem', 'tolhi', 'zunir', 'aliai', 'furao', 'revia', 'fujir', 'canal', 'vexas', 'bolam', 'estao', 'dubia', 'cacei', 'segue', 'astro', 'ditam', 'valsa', 'ducha', 'vedei', 'acuou', 'vazio', 'moldo', 'ombro', 'acesa', 'jogas', 'chiar', 'lixar', 'armam', 'bater', 'eximi', 'temer', 'ative', 'silvo']"
140000,57,0.00040714285714285717,"['salve', 'fogos', 'femur', 'avens', 'turbe', 'boiem', 'pocas', 'coles', 'votei', 'vozes', 'adore', 'lutar', 'grude', 'educo', 'lento', 'valia', 'mijes', 'anjos', 'nesse', 'dosam', 'solar', 'pecai', 'humor', 'saimo', 'podam', 'expus', 'azule', 'cacoa', 'zelai', 'puder', 'suino', 'afixo', 'sumiu', 'ninho', 'rojao', 'doure', 'monja', 'hauri', 'posse', 'desse', 'buzio', 'expoe', 'enfie', 'lajes', 'queda', 'taxem', 'roxas', 'mimei', 'geemo', 'sitie', 'soara', 'agata', 'vesgo', 'pudim', 'premo', 'lixes', 'curar']"
150000,81,0.00054,"['fruam', 'mujas', 'lanco', 'cessa', 'opero', 'lamba', 'faina', 'danar', 'seixo', 'envio', 'voemo', 'criva', 'mapas', 'calem', 'patas', 'inovo', 'damos', 'cofre', 'borde', 'renas', 'erica', 'mofai', 'somes', 'mocas', 'teclo', 'terco', 'aliar', 'lacos', 'achou', 'orais', 'freto', 'repus', 'pouso', 'civil', 'musca', 'cerra', 'comas', 'podem', 'julho', 'paris', 'irada', 'ralai', 'peoes', 'tinge', 'nafta', 'ageis', 'rezes', 'rolei', 'comas', 'opaca', 'podou', 'varao', 'amigo', 'coifa', 'atuam', 'pifai', 'plebe', 'ronde', 'sabao', 'limam', 'refez', 'pixel', 'curso', 'jurei', 'limou', 'cotei', 'nosso', 'tapem', 'sousa', 'nocao', 'vesgo', 'arfei', 'chave', 'ficam', 'jorro', 'alvor', 'olhar', 'viola', 'icado', 'acene', 'cubra']"
160000,74,0.0004625,"['salao', 'poste', 'torra', 'munir', 'fores', 'venda', 'alair', 'urina', 'lidam', 'segue', 'piamo', 'abade', 'minto', 'timao', 'hiena', 'tenho', 'boiei', 'sondo', 'chago', 'inibe', 'couve', 'varas', 'igneo', 'calos', 'depoe', 'rufar', 'benzo', 'anela', 'digam', 'mogol', 'untai', 'zunem', 'areas', 'drena', 'hinos', 'jorge', 'cegou', 'moias', 'brado', 'serve', 'piado', 'ligar', 'tatua', 'magro', 'bolem', 'mijai', 'domai', 'saude', 'expio', 'crave', 'furta', 'frase', 'verei', 'visai', 'pospo', 'naval', 'legua', 'vexai', 'bueno', 'moveu', 'cremo', 'desca', 'ponho', 'tutor', 'filem', 'olhai', 'toada', 'mordo', 'legue', 'frite', 'perdi', 'louvo', 'vejas', 'latem']"
170000,69,0.0004058823529411765,"['venia', 'premi', 'poupo', 'adubo', 'casam', 'apura', 'areja', 'varia', 'ureia', 'janto', 'caule', 'piaui', 'bolei', 'puxes', 'berco', 'rosea', 'catas', 'treco', 'alude', 'cuica', 'ceder', 'orcas', 'cerca', 'rezar', 'fazei', 'talhe', 'cujas', 'ganho', 'licao', 'pifei', 'safas', 'roido', 'fitar', 'infle', 'aptas', 'culpa', 'guiam', 'bolso', 'ferra', 'varra', 'refem', 'levar', 'rimam', 'sinos', 'vingo', 'aorta', 'azimo', 'suava', 'acudo', 'entre', 'tolhi', 'goras', 'orgao', 'major', 'baniu', 'tupis', 'camas', 'agues', 'vazia', 'tetos', 'tiros', 'nines', 'meigo', 'vivei', 'galia', 'ferra', 'vieis', 'denis', 'frevo']"
180000,85,0.00047222222222222224,"['frear', 'sopre', 'ilhei', 'criam', 'omiti', 'lixar', 'caldo', 'barao', 'furai', 'rendo', 'senti', 'frias', 'mapas', 'reler', 'comer', 'jurai', 'mimam', 'bosta', 'atuem', 'lajes', 'zinco', 'taxis', 'reuno', 'jeito', 'comei', 'extra', 'jazes', 'limpa', 'idolo', 'menos', 'balsa', 'finas', 'rodea', 'curia', 'norte', 'abata', 'nesse', 'fixam', 'pifei', 'perde', 'cegos', 'eleve', 'soube', 'sedie', 'gosta', 'abana', 'sacra', 'biela', 'assis', 'sanei', 'vindo', 'oeste', 'limem', 'otimo', 'afeto', 'latas', 'herda', 'conde', 'nanai', 'ilhai', 'pauto', 'lirio', 'zelem', 'teles', 'picao', 'conto', 'taxes', 'marca', 'oucas', 'gerai', 'unimo', 'polis', 'lousa', 'adira', 'cedeu', 'obras', 'fugas', 'meros', 'blefo', 'mofem', 'grude', 'menir', 'cruzo', 'nutri', 'manda']"
190000,88,0.0004631578947368421,"['rubis', 'mogno', 'fedam', 'cirio', 'optas', 'gemem', 'adiai', 'cujus', 'melai', 'junte', 'orcas', 'acuei', 'calem', 'velem', 'gozos', 'lesas', 'mimes', 'pagos', 'rimar', 'sambe', 'ancia', 'imite', 'regeu', 'odiou', 'minou', 'simio', 'zumba', 'nanes', 'remoe', 'entao', 'bilis', 'arfem', 'datar', 'barao', 'times', 'labio', 'houve', 'rajas', 'ferra', 'repos', 'boate', 'picar', 'dever', 'lagoa', 'bingo', 'mudou', 'gerei', 'muras', 'manda', 'peoes', 'hunos', 'plugo', 'icava', 'bonde', 'imole', 'taipa', 'jazer', 'pluma', 'ocupe', 'fiava', 'armei', 'nevar', 'pulga', 'sujar', 'bruxo', 'danei', 'vasta', 'acabo', 'narra', 'rajar', 'atado', 'zeres', 'vetem', 'leito', 'ilude', 'penal', 'unimo', 'cavio', 'bodes', 'serio', 'ativa', 'freai', 'darei', 'turma', 'rodar', 'miuda', 'jurai', 'bebei']"
200000,88,0.00044,"['gemem', 'fiche', 'filai', 'releu', 'citai', 'caldo', 'moles', 'belem', 'xingo', 'beato', 'odeio', 'grafe', 'atuei', 'atono', 'corra', 'punir', 'sirva', 'podia', 'opomo', 'roido', 'ansia', 'cotes', 'bisao', 'croma', 'votou', 'grega', 'lenda', 'icais', 'asilo', 'cunha', 'focou', 'irmao', 'intel', 'sorva', 'plena', 'milha', 'gauss', 'cates', 'magna', 'rodem', 'lutai', 'sonsa', 'obsta', 'locai', 'obito', 'rumas', 'tacar', 'rajai', 'tenda', 'criam', 'metia', 'lucro', 'unemo', 'vetor', 'lacou', 'verem', 'tempo', 'vossa', 'asses', 'breca', 'folia', 'cutis', 'peide', 'zelar', 'boina', 'vazes', 'coevo', 'ombro', 'basto', 'inato', 'bielo', 'curva', 'deras', 'expoe', 'locas', 'entoe', 'silex', 'acode', 'vadio', 'apelo', 'duais', 'turne', 'chica', 'cacam', 'sofro', 'exalo', 'puxam', 'cacho']"
210000,92,0.0004380952380952381,"['rajar', 'serre', 'arfei', 'alija', 'muniu', 'casca', 'plebe', 'capou', 'neste', 'pulos', 'deixa', 'lotai', 'garoa', 'horto', 'tabua', 'zunem', 'fedei', 'seara', 'devas', 'fitou', 'omiti', 'melro', 'volte', 'fetal', 'surdo', 'panca', 'regam', 'freio', 'redor', 'pairo', 'gamba', 'gorda', 'banir', 'anual', 'voemo', 'grito', 'cocal', 'alvas', 'senda', 'raias', 'garfo', 'creem', 'mujas', 'cubos', 'campo', 'tenha', 'limes', 'bulis', 'atear', 'lates', 'rapte', 'ligas', 'cerni', 'cuspa', 'servo', 'traga', 'falho', 'bielo', 'foges', 'enoje', 'arara', 'guiou', 'telas', 'burro', 'cifro', 'rombo', 'viste', 'senao', 'babel', 'priva', 'tatea', 'mudai', 'atuei', 'pobre', 'volei', 'zerar', 'chamo', 'volte', 'metal', 'beiro', 'dotam', 'aforo', 'fazia', 'drago', 'catai', 'amada', 'abole', 'mudes', 'alamo', 'olhos', 'touro', 'regar']"
220000,78,0.00035454545454545455,"['socio', 'tibio', 'dever', 'abeto', 'lixou', 'vapor', 'sonso', 'roeis', 'guiai', 'acude', 'deste', 'topem', 'teima', 'dados', 'picas', 'duras', 'forum', 'paire', 'dreno', 'ralha', 'locam', 'frete', 'cedeu', 'incho', 'colas', 'vagou', 'mordo', 'sugue', 'rangi', 'saira', 'serra', 'corja', 'chuva', 'rajou', 'klein', 'aluno', 'talos', 'parta', 'pendo', 'dubia', 'mutuo', 'gajas', 'serve', 'leias', 'rasto', 'metal', 'temes', 'parar', 'luzas', 'teias', 'selou', 'lambe', 'magma', 'serzi', 'afere', 'bolso', 'grana', 'gomes', 'cabes', 'vieis', 'guiar', 'olhos', 'moias', 'acaia', 'fumou', 'radar', 'miamo', 'nines', 'praia', 'aviva', 'ceara', 'natal', 'salas', 'culpe', 'adule', 'coibi', 'tapar', 'malas']"
230000,99,0.00043043478260869567,"['floco', 'cofre', 'cabos', 'posar', 'rouen', 'abrir', 'ienes', 'gamos', 'peido', 'xisto', 'eleja', 'suais', 'laura', 'forme', 'abria', 'fitam', 'cedia', 'rufai', 'funde', 'judio', 'selar', 'tomou', 'jogam', 'bunde', 'optes', 'zelou', 'asile', 'apura', 'pecas', 'visei', 'sadia', 'miara', 'chiam', 'segue', 'plano', 'suave', 'apega', 'nanar', 'fales', 'fardo', 'nevas', 'revir', 'nocao', 'lanca', 'miudo', 'bones', 'aureo', 'buliu', 'diras', 'migre', 'arcar', 'sopre', 'estas', 'picha', 'pedir', 'menor', 'verei', 'fomes', 'guisa', 'ardeu', 'nacos', 'reagi', 'ouvem', 'leito', 'impoe', 'dessa', 'elege', 'quedo', 'aguam', 'reege', 'vagos', 'esima', 'coege', 'alibi', 'sitos', 'brios', 'palco', 'gores', 'tipos', 'tampa', 'tanga', 'locai', 'buzio', 'lobao', 'rufas', 'medis', 'urdiu', 'regia', 'lacos', 'aguda', 'rifar', 'signo', 'mijei', 'ilhar', 'frijo', 'otimo', 'ninai', 'adota', 'papem']"
240000,104,0.0004333333333333333,"['ilham', 'diana', 'lance', 'unimo', 'remis', 'sugue', 'bispo', 'avimo', 'cosas', 'papai', 'oleos', 'dopem', 'sedie', 'limpe', 'optem', 'conde', 'selai', 'insto', 'futil', 'cacou', 'mexem', 'risco', 'cocas', 'gerem', 'noive', 'feras', 'azeda', 'finde', 'erige', 'tecam', 'loque', 'acabo', 'furos', 'corai', 'cindi', 'circo', 'remou', 'melar', 'atolo', 'ficam', 'totem', 'fedor', 'cuica', 'acida', 'trepo', 'avais', 'amemo', 'fixem', 'fucas', 'febre', 'perca', 'latim', 'urras', 'lutam', 'abeto', 'lixas', 'goste', 'batem', 'curou', 'unimo', 'gania', 'ursas', 'barro', 'bazar', 'sabao', 'zeros', 'sexos', 'exigi', 'musco', 'odiar', 'toque', 'cisca', 'cavie', 'modas', 'apeou', 'falei', 'gruta', 'rufei', 'terra', 'balas', 'ceifo', 'argel', 'apara', 'sopra', 'lacam', 'rolas', 'grafo', 'atico', 'reduz', 'pedir', 'aviai', 'bates', 'ardia', 'macia', 'bocha', 'geria', 'uivai', 'seita', 'potes', 'renas', 'sigam', 'movei', 'bufem', 'vacas']"
250000,127,0.000508,"['rogam', 'bromo', 'belga', 'limou', 'pesas', 'roupa', 'pinho', 'gingo', 'belem', 'buxos', 'mafia', 'apara', 'cinjo', 'termo', 'fruis', 'acudi', 'fraco', 'cozer', 'icado', 'soemo', 'calca', 'rolos', 'fitou', 'troto', 'peido', 'sales', 'vives', 'foras', 'manjo', 'ilhem', 'alada', 'assai', 'jatos', 'algum', 'zeros', 'fugas', 'abrir', 'luzir', 'danar', 'ganso', 'meles', 'inibo', 'trino', 'urjam', 'trota', 'coram', 'aarao', 'criem', 'levei', 'fedeu', 'vigia', 'pubis', 'sorta', 'adiro', 'ousou', 'broto', 'ecoes', 'afies', 'rufas', 'fujia', 'evito', 'enjoo', 'danei', 'sarda', 'rogem', 'rubra', 'ouvis', 'apita', 'anuam', 'fluis', 'mames', 'bossa', 'topas', 'eroda', 'bufou', 'bules', 'seixo', 'zonzo', 'arfes', 'azaro', 'selos', 'atuai', 'fofas', 'dopas', 'errar', 'miado', 'ceara', 'mines', 'topai', 'metro', 'ganso', 'anglo', 'malho', 'surto', 'mocao', 'babas', 'gelam', 'prove', 'gelam', 'dilua', 'rufem', 'longo', 'balir', 'preta', 'adore', 'zurre', 'finda', 'reege', 'coajo', 'fujiu', 'latis', 'lacos', 'acuar', 'fruia', 'dance', 'sobro', 'reine', 'celia', 'dotem', 'nacao', 'vazio', 'opere', 'achem', 'lixar', 'leste', 'tenis', 'nevoa']"
260000,127,0.0004884615384615384,"['armar', 'alija', 'leoes', 'peles', 'cagas', 'grile', 'afias', 'lesem', 'erros', 'surja', 'limpe', 'curem', 'ganir', 'ninei', 'benzi', 'forjo', 'ferre', 'fosco', 'chuva', 'cocai', 'donde', 'boles', 'ombro', 'virei', 'capim', 'nuvem', 'nudez', 'ritos', 'luzas', 'malas', 'olhas', 'arava', 'treno', 'acuei', 'ronco', 'fazia', 'movia', 'litro', 'aneis', 'alisa', 'burro', 'caibo', 'lamba', 'xucra', 'cerco', 'servo', 'baias', 'supoe', 'becas', 'aveio', 'pesca', 'irado', 'dosas', 'gemia', 'trate', 'causo', 'frisa', 'rocha', 'leito', 'extra', 'munem', 'sobre', 'velar', 'migra', 'obsta', 'patim', 'horto', 'botes', 'darem', 'pecas', 'gemia', 'mexia', 'litro', 'saude', 'aceto', 'vovos', 'brios', 'vadea', 'rogem', 'calho', 'tires', 'pecou', 'secou', 'facam', 'chies', 'ocupe', 'baita', 'preza', 'icava', 'capua', 'garoa', 'canso', 'uives', 'sousa', 'burro', 'vedai', 'pinco', 'latir', 'durma', 'porem', 'danem', 'pagas', 'verta', 'cansa', 'ossos', 'humor', 'erijo', 'chega', 'duque', 'rodos', 'sorvo', 'aguam', 'pisai', 'nutri', 'otima', 'comum', 'unido', 'tingi', 'turma', 'friso', 'odeia', 'pouca', 'elisa', 'elias', 'robos', 'animo', 'fatio']"
270000,123,0.00045555555555555556,"['fiara', 'refaz', 'tedio', 'jatos', 'braco', 'menea', 'infla', 'fugia', 'supus', 'rimas', 'noiva', 'remiu', 'serem', 'lacou', 'danam', 'viajo', 'atono', 'ateve', 'catai', 'times', 'urdes', 'ejeto', 'muito', 'fugis', 'naval', 'assoo', 'bicho', 'vario', 'magno', 'horda', 'luvas', 'ousai', 'cacem', 'rifas', 'dupla', 'papou', 'alcei', 'tolha', 'borro', 'peses', 'urrai', 'alise', 'exila', 'finjo', 'tensa', 'ralho', 'odeie', 'abate', 'trama', 'colhe', 'acesa', 'irmas', 'sambe', 'ajuda', 'pagas', 'mofar', 'hegel', 'aonde', 'apice', 'duelo', 'ufana', 'peano', 'cujus', 'cupom', 'turba', 'canso', 'cegas', 'arcai', 'orgia', 'urjam', 'bosta', 'vapor', 'remoe', 'anuis', 'sonha', 'onera', 'funga', 'repoe', 'cerro', 'matam', 'ritos', 'ouses', 'lenho', 'feche', 'sares', 'tibia', 'humus', 'lotes', 'arfam', 'nasal', 'cobra', 'saber', 'viuvo', 'abres', 'coseu', 'jazei', 'cofre', 'troco', 'cosia', 'moveu', 'intui', 'geral', 'entoe', 'riras', 'alias', 'durai', 'sobes', 'rendo', 'treze', 'fogao', 'melam', 'pulso', 'odeia', 'incoe', 'aneis', 'terra', 'alves', 'coube', 'louco', 'povoa', 'guiar', 'brado', 'cocai']"
280000,127,0.00045357142857142856,"['fraga', 'boles', 'pacto', 'alojo', 'gorei', 'teres', 'aftas', 'corvo', 'cozam', 'puxai', 'mamae', 'alisa', 'metal', 'fujem', 'rales', 'cisme', 'tenta', 'luziu', 'emana', 'barra', 'aftas', 'rasto', 'ousem', 'deveu', 'ginga', 'zunem', 'ureia', 'ereta', 'tensa', 'paire', 'cumes', 'remar', 'vovos', 'orles', 'pendi', 'papam', 'masca', 'papel', 'vaiei', 'agias', 'meias', 'brado', 'arguo', 'opcao', 'casca', 'penso', 'basto', 'autuo', 'fiado', 'ceies', 'duplo', 'simao', 'pavio', 'digas', 'aceto', 'bando', 'icone', 'bulas', 'foram', 'alcam', 'fonte', 'agito', 'racao', 'trace', 'sousa', 'regai', 'datam', 'tenaz', 'pombo', 'sexta', 'crive', 'ancia', 'sueis', 'ninas', 'caspa', 'paste', 'fenda', 'turco', 'mulas', 'veras', 'vadio', 'virar', 'nisto', 'bailo', 'viuva', 'sanai', 'etico', 'gosta', 'arida', 'chiem', 'censo', 'cozam', 'tapao', 'reboe', 'tacas', 'anele', 'glosa', 'exile', 'afoga', 'caces', 'abano', 'oreis', 'ditei', 'terra', 'lenin', 'expos', 'coube', 'jegue', 'medre', 'veres', 'ponei', 'iremo', 'berna', 'suara', 'urrar', 'pingo', 'chiai', 'pneus', 'morar', 'nelas', 'desci', 'libra', 'senso', 'divas', 'abata', 'tosco', 'rasgo']"
290000,146,0.000503448275862069,"['matas', 'fisga', 'chapa', 'ouros', 'poros', 'tatuo', 'ossea', 'temas', 'advem', 'david', 'polpa', 'dista', 'chega', 'corvo', 'espie', 'cacoo', 'mofam', 'peste', 'rache', 'bucha', 'coube', 'trote', 'cedes', 'sabia', 'vedai', 'tinia', 'ervas', 'minha', 'facho', 'bolem', 'gaita', 'cingi', 'ameca', 'adiem', 'tatua', 'dubio', 'icone', 'alisa', 'cauto', 'gemea', 'adias', 'posem', 'serao', 'entoa', 'cotei', 'vidro', 'irias', 'cupom', 'tatue', 'ponta', 'baixe', 'cotam', 'sesta', 'fundo', 'desde', 'cabia', 'pajea', 'rodam', 'opino', 'tinjo', 'opaca', 'caiam', 'berra', 'orcas', 'adere', 'volva', 'velha', 'jogos', 'senta', 'ervas', 'lista', 'bolos', 'trova', 'prole', 'volva', 'azede', 'trava', 'piemo', 'ganhe', 'grila', 'loira', 'letra', 'icada', 'entoa', 'levar', 'unica', 'vivem', 'vaiai', 'legue', 'vagem', 'duelo', 'razao', 'focou', 'sofas', 'corvo', 'jovem', 'bulbo', 'fendo', 'recem', 'botas', 'zinco', 'couro', 'teclo', 'afane', 'sorve', 'rifam', 'raiem', 'audaz', 'isola', 'tabua', 'rouco', 'rolai', 'furou', 'curto', 'balir', 'grifo', 'brios', 'usina', 'ovino', 'sisma', 'agita', 'signo', 'canga', 'fedas', 'cedia', 'amara', 'bocha', 'bunde', 'muros', 'balsa', 'virao', 'dotem', 'casem', 'vetar', 'reais', 'viste', 'bicar', 'orgia', 'acham', 'subam', 'fatio', 'omiti', 'sigam', 'canse', 'finde', 'beije']"
300000,155,0.0005166666666666667,"['teime', 'moela', 'igneo', 'domas', 'parco', 'lance', 'ecoam', 'tusso', 'vagiu', 'bufes', 'longo', 'donde', 'sesta', 'rapto', 'algum', 'arcou', 'armai', 'carao', 'topes', 'lanca', 'opomo', 'vaiam', 'mugis', 'culpa', 'fadas', 'sabem', 'boato', 'odeio', 'gemeo', 'curas', 'veles', 'gesto', 'sumis', 'leses', 'secar', 'volto', 'atuou', 'valos', 'fonte', 'fauna', 'exala', 'tenha', 'incoo', 'fendi', 'verme', 'bolar', 'lucro', 'vossa', 'durou', 'venus', 'vasto', 'curai', 'nadem', 'impos', 'limar', 'jejue', 'surgi', 'lenta', 'panda', 'sarna', 'arduo', 'diras', 'leses', 'vagao', 'notei', 'vasos', 'retas', 'achei', 'lauda', 'catai', 'sinas', 'gabai', 'placa', 'roais', 'multi', 'galas', 'seres', 'picar', 'serre', 'minai', 'cocho', 'urdam', 'ulula', 'olhai', 'santa', 'aureo', 'feraz', 'orcas', 'arrio', 'range', 'domas', 'abale', 'kioto', 'oitao', 'ombro', 'evita', 'serra', 'ablui', 'opomo', 'caies', 'foros', 'cavai', 'duele', 'halos', 'pampa', 'evito', 'quito', 'falho', 'sinas', 'enjoa', 'frija', 'seiva', 'ronde', 'ufano', 'afore', 'zerei', 'optar', 'mudos', 'achar', 'fitar', 'local', 'sumia', 'seque', 'picar', 'curva', 'davas', 'acate', 'ilhai', 'farta', 'vagos', 'ileso', 'cotei', 'pulei', 'judio', 'iscas', 'anela', 'posei', 'forja', 'frade', 'ocaso', 'aguam', 'abata', 'locar', 'iremo', 'piada', 'voava', 'avier', 'guias', 'jurar', 'camas', 'jurem', 'anuiu', 'reato', 'ungis', 'sedia']"
310000,153,0.0004935483870967742,"['optou', 'batei', 'loira', 'frige', 'fuzil', 'ontem', 'rufem', 'fazei', 'campo', 'tacos', 'louvo', 'ocupo', 'acata', 'amapa', 'barao', 'rezou', 'nexos', 'caiou', 'calha', 'digas', 'gamos', 'fecho', 'soado', 'fauno', 'trara', 'cosei', 'diluo', 'sorti', 'autuo', 'vente', 'ninar', 'vicie', 'papam', 'forre', 'chupo', 'agimo', 'arria', 'inves', 'puxam', 'sexta', 'peido', 'letra', 'apeno', 'favor', 'vexar', 'volva', 'envia', 'pulse', 'benta', 'sumir', 'mudas', 'sagro', 'papei', 'latao', 'venci', 'fulge', 'levai', 'achei', 'topos', 'trico', 'citas', 'andor', 'firma', 'vigie', 'gemes', 'cocou', 'sedes', 'pasta', 'piano', 'pulse', 'vexem', 'expie', 'ossea', 'vazei', 'uniam', 'louco', 'formo', 'ciclo', 'seras', 'asile', 'bufou', 'ruira', 'aluna', 'calda', 'picha', 'trevo', 'buzio', 'tribo', 'depoe', 'plota', 'raiem', 'drogo', 'mimes', 'lotus', 'induz', 'cosas', 'pomba', 'comes', 'mario', 'odiei', 'bicam', 'zanze', 'agios', 'anuam', 'picao', 'feita', 'dieta', 'sacia', 'auras', 'lixai', 'focar', 'ungia', 'frota', 'judeu', 'abras', 'feria', 'clara', 'serie', 'opcao', 'palmo', 'copio', 'torco', 'unemo', 'mecam', 'pisem', 'droga', 'exibe', 'menor', 'fatio', 'vetas', 'males', 'envia', 'crias', 'domes', 'agido', 'citam', 'fruam', 'aluno', 'rujam', 'laser', 'afofa', 'nabos', 'lotus', 'jures', 'abade', 'multi', 'levem', 'lanca', 'musas', 'arcou', 'preme', 'tolhi', 'zonza']"
